Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Write-in,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,Zohran Kwame Mamdani,4
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,Brad Lander,4
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,Jessica Ramos,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Scott M. Stringer,skipped,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Selma K. Bartholomew,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Whitney R. Tilson,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Whitney R. Tilson,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Whitney R. Tilson,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Whitney R. Tilson,Zohran Kwame Mamdani,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Whitney R. Tilson,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Write-in,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Write-in,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,Adrienne E. Adams,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,Jessica Ramos,3
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,Paperboy Love Prince,4
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,Scott M. Stringer,3
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zellnor Myrie,skipped,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Write-in,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,2
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,Zohran Kwame Mamdani,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,overvote,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,skipped,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Michael Blake,skipped,skipped,19
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Adrienne E. Adams,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Brad Lander,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Brad Lander,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Brad Lander,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Brad Lander,Zohran Kwame Mamdani,2
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Jessica Ramos,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Jessica Ramos,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Jessica Ramos,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Michael Blake,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Michael Blake,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Michael Blake,Scott M. Stringer,2
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Michael Blake,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Michael Blake,Zellnor Myrie,2
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Scott M. Stringer,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Scott M. Stringer,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Scott M. Stringer,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Scott M. Stringer,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Whitney R. Tilson,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Whitney R. Tilson,Write-in,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Whitney R. Tilson,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Zellnor Myrie,Michael Blake,2
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Zellnor Myrie,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Zellnor Myrie,overvote,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,Zohran Kwame Mamdani,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,skipped,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Paperboy Love Prince,skipped,skipped,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Brad Lander,6
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,10
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Michael Blake,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,6
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Adrienne E. Adams,skipped,6
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Adrienne E. Adams,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Jessica Ramos,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,Zohran Kwame Mamdani,4
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,overvote,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Brad Lander,skipped,4
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Adrienne E. Adams,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Andrew M. Cuomo,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Michael Blake,10
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Whitney R. Tilson,8
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Zellnor Myrie,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Jessica Ramos,skipped,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Adrienne E. Adams,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Brad Lander,8
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Jessica Ramos,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Whitney R. Tilson,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Zellnor Myrie,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Michael Blake,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Paperboy Love Prince,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Paperboy Love Prince,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Paperboy Love Prince,Zohran Kwame Mamdani,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Adrienne E. Adams,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Brad Lander,6
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Jessica Ramos,7
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Michael Blake,8
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Write-in,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,Zohran Kwame Mamdani,6
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Whitney R. Tilson,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Write-in,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Adrienne E. Adams,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Jessica Ramos,4
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Michael Blake,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Whitney R. Tilson,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Write-in,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zellnor Myrie,skipped,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Brad Lander,6
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Jessica Ramos,7
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Michael Blake,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,Zellnor Myrie,5
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,Zohran Kwame Mamdani,skipped,3
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,skipped,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,skipped,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,skipped,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Scott M. Stringer,skipped,skipped,26
Andrew M. Cuomo,Selma K. Bartholomew,Selma K. Bartholomew,Adrienne E. Adams,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Selma K. Bartholomew,Michael Blake,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Selma K. Bartholomew,Zellnor Myrie,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Jessica Ramos,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Michael Blake,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Adrienne E. Adams,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Adrienne E. Adams,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Jessica Ramos,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Michael Blake,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Scott M. Stringer,4
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Write-in,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Brad Lander,Zohran Kwame Mamdani,8
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Adrienne E. Adams,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Michael Blake,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Scott M. Stringer,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Write-in,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Zellnor Myrie,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Jessica Ramos,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Adrienne E. Adams,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Brad Lander,5
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Jessica Ramos,4
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Paperboy Love Prince,4
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Scott M. Stringer,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Zellnor Myrie,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Michael Blake,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Paperboy Love Prince,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Paperboy Love Prince,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Paperboy Love Prince,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Paperboy Love Prince,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Paperboy Love Prince,Zellnor Myrie,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Paperboy Love Prince,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Adrienne E. Adams,4
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Brad Lander,4
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Jessica Ramos,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Zellnor Myrie,4
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Scott M. Stringer,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Selma K. Bartholomew,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Selma K. Bartholomew,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Write-in,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zellnor Myrie,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zellnor Myrie,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zellnor Myrie,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zellnor Myrie,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zellnor Myrie,Zohran Kwame Mamdani,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Michael Blake,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,Zohran Kwame Mamdani,Zellnor Myrie,2
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,overvote,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,skipped,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,skipped,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,skipped,skipped,24
Andrew M. Cuomo,Selma K. Bartholomew,Write-in,Adrienne E. Adams,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Write-in,Adrienne E. Adams,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Write-in,Whitney R. Tilson,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Write-in,skipped,skipped,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Jessica Ramos,5
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Michael Blake,5
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Paperboy Love Prince,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Scott M. Stringer,4
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,Zohran Kwame Mamdani,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Adrienne E. Adams,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Brad Lander,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Brad Lander,Jessica Ramos,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Brad Lander,Michael Blake,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Brad Lander,Scott M. Stringer,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Brad Lander,Zohran Kwame Mamdani,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Brad Lander,skipped,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Adrienne E. Adams,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Brad Lander,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Michael Blake,5
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Paperboy Love Prince,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Scott M. Stringer,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Whitney R. Tilson,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,Zohran Kwame Mamdani,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Jessica Ramos,skipped,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Michael Blake,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Michael Blake,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Michael Blake,Jessica Ramos,5
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Michael Blake,Scott M. Stringer,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Michael Blake,Whitney R. Tilson,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Michael Blake,skipped,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Paperboy Love Prince,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Scott M. Stringer,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Scott M. Stringer,Brad Lander,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Scott M. Stringer,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Scott M. Stringer,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,7
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Adrienne E. Adams,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Jessica Ramos,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Michael Blake,5
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Paperboy Love Prince,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Scott M. Stringer,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,Zohran Kwame Mamdani,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Whitney R. Tilson,overvote,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Write-in,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Zohran Kwame Mamdani,Adrienne E. Adams,2
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Zohran Kwame Mamdani,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Zohran Kwame Mamdani,Scott M. Stringer,3
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Zohran Kwame Mamdani,Whitney R. Tilson,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,Zohran Kwame Mamdani,skipped,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,skipped,Brad Lander,1
Andrew M. Cuomo,Selma K. Bartholomew,Zellnor Myrie,skipped,skipped,14
Andrew M. Cuomo,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Brad Lander,5
Andrew M. Cuomo,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Jessica Ramos,2
Andrew M. Cuomo,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Michael Blake,1
Andrew M. Cuomo,Selma K. Bartholomew,Zohran Kwame Mamdani,Adrienne E. Adams,Paperboy Love Prince,1
