"CVR","Precinct","AD","ED","rank1","rank2","rank3","rank4","rank5"
58645,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","overvote"
58646,"AD: 55 ED: 038",55,38,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
58648,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","Bianca Cunningham","Jamell Henderson","Dante Arnwine"
58649,"AD: 55 ED: 039",55,39,"Jammel Thompson","Lawman Lynch","Eli Brown","Darlene Mealy","Dante Arnwine"
58651,"AD: 55 ED: 038",55,38,"Bianca Cunningham","Eli Brown","Clifton A. Hinton","Jamell Henderson","Jammel Thompson"
58652,"AD: 55 ED: 038",55,38,"overvote","skipped","skipped","skipped","skipped"
58653,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58654,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58655,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58657,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Eli Brown","skipped","skipped"
58658,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58793,"AD: 55 ED: 023",55,23,"Jammel Thompson","Eli Brown","Lawman Lynch","Darlene Mealy","Bianca Cunningham"
58795,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58798,"AD: 55 ED: 023",55,23,"overvote","skipped","skipped","skipped","skipped"
58799,"AD: 55 ED: 023",55,23,"Eli Brown","Lawman Lynch","Jammel Thompson","Clifton A. Hinton","Bianca Cunningham"
58801,"AD: 55 ED: 023",55,23,"Jammel Thompson","Jamell Henderson","Lawman Lynch","Eli Brown","Dante Arnwine"
58806,"AD: 55 ED: 023",55,23,"Jamell Henderson","skipped","skipped","skipped","skipped"
58807,"AD: 55 ED: 023",55,23,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
58808,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58810,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58811,"AD: 55 ED: 023",55,23,"Lawman Lynch","Bianca Cunningham","skipped","skipped","skipped"
58814,"AD: 55 ED: 023",55,23,"Jammel Thompson","Jammel Thompson","Jammel Thompson","Eli Brown","skipped"
58820,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Jamell Henderson","Bianca Cunningham"
58823,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58828,"AD: 55 ED: 023",55,23,"Bianca Cunningham","Darlene Mealy","Eli Brown","Jamell Henderson","Jammel Thompson"
58829,"AD: 55 ED: 023",55,23,"Lawman Lynch","Dante Arnwine","Darlene Mealy","skipped","skipped"
58832,"AD: 55 ED: 023",55,23,"Dante Arnwine","skipped","skipped","skipped","skipped"
58836,"AD: 55 ED: 023",55,23,"Jammel Thompson","Lawman Lynch","Darlene Mealy","Bianca Cunningham","skipped"
58848,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
58851,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58858,"AD: 55 ED: 023",55,23,"skipped","skipped","Jammel Thompson","skipped","skipped"
58861,"AD: 55 ED: 023",55,23,"Darlene Mealy","Lawman Lynch","Dante Arnwine","Bianca Cunningham","Jamell Henderson"
58867,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jamell Henderson","Jammel Thompson","Bianca Cunningham","Dante Arnwine"
58868,"AD: 55 ED: 023",55,23,"Darlene Mealy","Bianca Cunningham","Clifton A. Hinton","Eli Brown","Dante Arnwine"
58871,"AD: 55 ED: 023",55,23,"Jammel Thompson","Eli Brown","Clifton A. Hinton","Bianca Cunningham","Dante Arnwine"
58874,"AD: 55 ED: 023",55,23,"Bianca Cunningham","Jamell Henderson","Darlene Mealy","skipped","skipped"
58882,"AD: 55 ED: 023",55,23,"Dante Arnwine","skipped","skipped","skipped","skipped"
58888,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58889,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
58890,"AD: 55 ED: 023",55,23,"Jamell Henderson","skipped","skipped","skipped","skipped"
58893,"AD: 55 ED: 023",55,23,"Bianca Cunningham","skipped","skipped","skipped","skipped"
58897,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58898,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58899,"AD: 55 ED: 023",55,23,"Jamell Henderson","skipped","skipped","skipped","skipped"
58903,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58905,"AD: 55 ED: 023",55,23,"Jamell Henderson","Bianca Cunningham","Darlene Mealy","Dante Arnwine","Jammel Thompson"
58909,"AD: 55 ED: 023",55,23,"Bianca Cunningham","skipped","skipped","skipped","skipped"
58912,"AD: 55 ED: 023",55,23,"Darlene Mealy","Dante Arnwine","Darlene Mealy","Darlene Mealy","Lawman Lynch"
58924,"AD: 55 ED: 023",55,23,"Jammel Thompson","Darlene Mealy","Bianca Cunningham","Jamell Henderson","Eli Brown"
58926,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jamell Henderson","Clifton A. Hinton","Lawman Lynch","Jammel Thompson"
58928,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
58931,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
58932,"AD: 55 ED: 023",55,23,"Lawman Lynch","Dante Arnwine","Jamell Henderson","skipped","skipped"
58936,"AD: 55 ED: 023",55,23,"Write-in","Eli Brown","Clifton A. Hinton","Bianca Cunningham","Darlene Mealy"
58937,"AD: 55 ED: 023",55,23,"Jammel Thompson","Clifton A. Hinton","Lawman Lynch","Eli Brown","Jamell Henderson"
58938,"AD: 55 ED: 023",55,23,"Jammel Thompson","Write-in","Write-in","Write-in","Write-in"
58940,"AD: 55 ED: 023",55,23,"Jammel Thompson","Jammel Thompson","Jammel Thompson","Jammel Thompson","Jammel Thompson"
58942,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Jamell Henderson","Dante Arnwine"
58945,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
58946,"AD: 55 ED: 023",55,23,"Bianca Cunningham","Dante Arnwine","skipped","skipped","skipped"
58951,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
58957,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58959,"AD: 55 ED: 023",55,23,"overvote","skipped","skipped","skipped","skipped"
58962,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58963,"AD: 55 ED: 023",55,23,"Lawman Lynch","Jammel Thompson","Jamell Henderson","Eli Brown","Clifton A. Hinton"
58969,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jammel Thompson","Clifton A. Hinton","Dante Arnwine","Jamell Henderson"
58974,"AD: 55 ED: 023",55,23,"Eli Brown","Lawman Lynch","Darlene Mealy","Dante Arnwine","Eli Brown"
58976,"AD: 55 ED: 023",55,23,"Bianca Cunningham","Darlene Mealy","Clifton A. Hinton","Eli Brown","Jamell Henderson"
58983,"AD: 55 ED: 023",55,23,"Eli Brown","skipped","skipped","skipped","skipped"
58987,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58988,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
58999,"AD: 55 ED: 023",55,23,"Jammel Thompson","Dante Arnwine","Darlene Mealy","skipped","skipped"
59000,"AD: 55 ED: 023",55,23,"Jamell Henderson","Jammel Thompson","skipped","skipped","skipped"
59003,"AD: 55 ED: 023",55,23,"skipped","Jammel Thompson","skipped","Jamell Henderson","skipped"
59007,"AD: 55 ED: 023",55,23,"Darlene Mealy","Clifton A. Hinton","Jamell Henderson","Jammel Thompson","Dante Arnwine"
59008,"AD: 55 ED: 023",55,23,"Darlene Mealy","Dante Arnwine","Bianca Cunningham","Jamell Henderson","Jammel Thompson"
59010,"AD: 55 ED: 023",55,23,"Eli Brown","skipped","skipped","skipped","skipped"
59015,"AD: 55 ED: 023",55,23,"Dante Arnwine","Bianca Cunningham","Lawman Lynch","Darlene Mealy","Jammel Thompson"
59017,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jammel Thompson","Eli Brown","Jamell Henderson","Bianca Cunningham"
59022,"AD: 55 ED: 023",55,23,"Jammel Thompson","Darlene Mealy","skipped","skipped","skipped"
59030,"AD: 55 ED: 023",55,23,"Darlene Mealy","Bianca Cunningham","Eli Brown","Dante Arnwine","Jammel Thompson"
59031,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jamell Henderson","Jammel Thompson","Bianca Cunningham","Dante Arnwine"
59032,"AD: 55 ED: 023",55,23,"Darlene Mealy","Lawman Lynch","Jamell Henderson","Eli Brown","Jammel Thompson"
59035,"AD: 55 ED: 023",55,23,"Clifton A. Hinton","Jammel Thompson","skipped","skipped","skipped"
59036,"AD: 55 ED: 023",55,23,"Lawman Lynch","skipped","skipped","skipped","skipped"
59037,"AD: 55 ED: 023",55,23,"Dante Arnwine","Bianca Cunningham","Lawman Lynch","Darlene Mealy","Jammel Thompson"
59039,"AD: 55 ED: 023",55,23,"Darlene Mealy","Darlene Mealy","Jammel Thompson","Eli Brown","Bianca Cunningham"
59041,"AD: 55 ED: 023",55,23,"Bianca Cunningham","skipped","skipped","skipped","skipped"
59043,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59044,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59045,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59046,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59048,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
59051,"AD: 55 ED: 023",55,23,"Jamell Henderson","skipped","skipped","skipped","skipped"
59052,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
59067,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
59068,"AD: 55 ED: 023",55,23,"Jammel Thompson","Eli Brown","Lawman Lynch","Clifton A. Hinton","Dante Arnwine"
59069,"AD: 55 ED: 023",55,23,"Dante Arnwine","skipped","skipped","skipped","skipped"
59076,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59080,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59082,"AD: 55 ED: 023",55,23,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
59085,"AD: 55 ED: 023",55,23,"Jamell Henderson","Jammel Thompson","Lawman Lynch","Eli Brown","Clifton A. Hinton"
59089,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59096,"AD: 55 ED: 023",55,23,"Eli Brown","skipped","skipped","skipped","skipped"
59098,"AD: 55 ED: 023",55,23,"Clifton A. Hinton","skipped","skipped","skipped","skipped"
59100,"AD: 55 ED: 023",55,23,"Darlene Mealy","Bianca Cunningham","skipped","skipped","Clifton A. Hinton"
59103,"AD: 55 ED: 023",55,23,"Dante Arnwine","skipped","skipped","skipped","skipped"
59106,"AD: 55 ED: 023",55,23,"Darlene Mealy","skipped","skipped","skipped","skipped"
59107,"AD: 55 ED: 023",55,23,"Jammel Thompson","skipped","skipped","skipped","skipped"
59110,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Dante Arnwine","Lawman Lynch","Jamell Henderson","skipped"
59111,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59112,"AD: 55 ED: 010",55,10,"Lawman Lynch","Jammel Thompson","Jamell Henderson","Eli Brown","Clifton A. Hinton"
59113,"AD: 55 ED: 009",55,9,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","Jamell Henderson","Dante Arnwine"
59114,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59115,"AD: 55 ED: 009",55,9,"Jammel Thompson","Bianca Cunningham","Lawman Lynch","Jamell Henderson","Clifton A. Hinton"
59116,"AD: 55 ED: 009",55,9,"Bianca Cunningham","skipped","skipped","skipped","skipped"
59119,"AD: 55 ED: 010",55,10,"Dante Arnwine","Eli Brown","Lawman Lynch","Darlene Mealy","Jamell Henderson"
59120,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59121,"AD: 55 ED: 009",55,9,"Darlene Mealy","Eli Brown","Bianca Cunningham","Lawman Lynch","Jamell Henderson"
59122,"AD: 55 ED: 010",55,10,"Dante Arnwine","Lawman Lynch","Jamell Henderson","skipped","skipped"
59124,"AD: 55 ED: 010",55,10,"Lawman Lynch","Jammel Thompson","Eli Brown","Dante Arnwine","skipped"
59125,"AD: 55 ED: 010",55,10,"Jammel Thompson","skipped","skipped","skipped","skipped"
59126,"AD: 55 ED: 009",55,9,"Lawman Lynch","Jammel Thompson","Darlene Mealy","skipped","skipped"
59127,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59128,"AD: 55 ED: 009",55,9,"Dante Arnwine","skipped","skipped","skipped","skipped"
59129,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Jamell Henderson","skipped","skipped","skipped"
59130,"AD: 55 ED: 009",55,9,"Jammel Thompson","Jamell Henderson","Clifton A. Hinton","Bianca Cunningham","Write-in"
59131,"AD: 55 ED: 010",55,10,"Clifton A. Hinton","Jamell Henderson","Jammel Thompson","overvote","Dante Arnwine"
59132,"AD: 55 ED: 010",55,10,"Darlene Mealy","Bianca Cunningham","Clifton A. Hinton","Jamell Henderson","Jammel Thompson"
59133,"AD: 55 ED: 009",55,9,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
59135,"AD: 55 ED: 010",55,10,"Jammel Thompson","Darlene Mealy","Dante Arnwine","Jamell Henderson","Bianca Cunningham"
59136,"AD: 55 ED: 009",55,9,"Eli Brown","skipped","skipped","skipped","skipped"
59137,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59138,"AD: 55 ED: 010",55,10,"Jamell Henderson","Lawman Lynch","Bianca Cunningham","Darlene Mealy","skipped"
59139,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
59140,"AD: 55 ED: 009",55,9,"Eli Brown","Jammel Thompson","Lawman Lynch","Clifton A. Hinton","Bianca Cunningham"
59141,"AD: 55 ED: 010",55,10,"Lawman Lynch","skipped","skipped","skipped","skipped"
59142,"AD: 55 ED: 010",55,10,"overvote","skipped","skipped","skipped","skipped"
59143,"AD: 55 ED: 010",55,10,"Lawman Lynch","Dante Arnwine","Darlene Mealy","Bianca Cunningham","Eli Brown"
59144,"AD: 55 ED: 009",55,9,"Jamell Henderson","skipped","skipped","skipped","skipped"
59145,"AD: 55 ED: 009",55,9,"Bianca Cunningham","Jammel Thompson","Dante Arnwine","Eli Brown","skipped"
59146,"AD: 55 ED: 009",55,9,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
59147,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59148,"AD: 55 ED: 009",55,9,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
59149,"AD: 55 ED: 009",55,9,"Jamell Henderson","skipped","skipped","skipped","skipped"
59150,"AD: 55 ED: 009",55,9,"Jammel Thompson","Jamell Henderson","Lawman Lynch","Eli Brown","Bianca Cunningham"
59151,"AD: 55 ED: 010",55,10,"Jammel Thompson","Jamell Henderson","Lawman Lynch","Eli Brown","Bianca Cunningham"
59153,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
59154,"AD: 55 ED: 009",55,9,"Jammel Thompson","Jamell Henderson","Eli Brown","Dante Arnwine","Darlene Mealy"
59155,"AD: 55 ED: 009",55,9,"Bianca Cunningham","skipped","skipped","skipped","skipped"
59156,"AD: 55 ED: 010",55,10,"Jammel Thompson","Eli Brown","Jamell Henderson","Lawman Lynch","Clifton A. Hinton"
59158,"AD: 55 ED: 009",55,9,"Bianca Cunningham","Jamell Henderson","Jammel Thompson","Eli Brown","Darlene Mealy"
59159,"AD: 55 ED: 009",55,9,"Dante Arnwine","skipped","skipped","skipped","skipped"
59160,"AD: 55 ED: 009",55,9,"Darlene Mealy","Jamell Henderson","skipped","skipped","skipped"
59161,"AD: 55 ED: 010",55,10,"Jammel Thompson","Darlene Mealy","Bianca Cunningham","Jamell Henderson","Eli Brown"
59162,"AD: 55 ED: 009",55,9,"Jamell Henderson","skipped","skipped","skipped","skipped"
59163,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59164,"AD: 55 ED: 009",55,9,"Darlene Mealy","Bianca Cunningham","Write-in","Eli Brown","Clifton A. Hinton"
59165,"AD: 55 ED: 010",55,10,"Darlene Mealy","Lawman Lynch","Clifton A. Hinton","Dante Arnwine","Jamell Henderson"
59166,"AD: 55 ED: 010",55,10,"Dante Arnwine","Eli Brown","Lawman Lynch","Darlene Mealy","Jamell Henderson"
59167,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59168,"AD: 55 ED: 010",55,10,"Darlene Mealy","Bianca Cunningham","Jamell Henderson","Jammel Thompson","Eli Brown"
59169,"AD: 55 ED: 010",55,10,"Lawman Lynch","Darlene Mealy","Clifton A. Hinton","skipped","skipped"
59170,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Jammel Thompson","Dante Arnwine","skipped","skipped"
59171,"AD: 55 ED: 010",55,10,"Dante Arnwine","Bianca Cunningham","Eli Brown","skipped","skipped"
59172,"AD: 55 ED: 009",55,9,"Bianca Cunningham","Eli Brown","Lawman Lynch","skipped","skipped"
59173,"AD: 55 ED: 009",55,9,"Lawman Lynch","Jammel Thompson","Bianca Cunningham","skipped","skipped"
59174,"AD: 55 ED: 010",55,10,"Jamell Henderson","skipped","skipped","skipped","skipped"
59175,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
59176,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59177,"AD: 55 ED: 009",55,9,"Bianca Cunningham","Darlene Mealy","Lawman Lynch","Eli Brown","Jammel Thompson"
59178,"AD: 55 ED: 009",55,9,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
59179,"AD: 55 ED: 009",55,9,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Bianca Cunningham","Dante Arnwine"
59180,"AD: 55 ED: 010",55,10,"Jammel Thompson","Eli Brown","Lawman Lynch","Bianca Cunningham","Jamell Henderson"
59181,"AD: 55 ED: 009",55,9,"Eli Brown","Darlene Mealy","Jamell Henderson","Jammel Thompson","Bianca Cunningham"
59182,"AD: 55 ED: 009",55,9,"Jamell Henderson","Jammel Thompson","Clifton A. Hinton","Dante Arnwine","Eli Brown"
59183,"AD: 55 ED: 010",55,10,"Lawman Lynch","Jammel Thompson","Clifton A. Hinton","Darlene Mealy","Jamell Henderson"
59184,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59185,"AD: 55 ED: 010",55,10,"Darlene Mealy","Jamell Henderson","Lawman Lynch","Dante Arnwine","Clifton A. Hinton"
59187,"AD: 55 ED: 010",55,10,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
59188,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59189,"AD: 55 ED: 010",55,10,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
59190,"AD: 55 ED: 009",55,9,"Dante Arnwine","skipped","skipped","skipped","skipped"
59191,"AD: 55 ED: 010",55,10,"skipped","skipped","skipped","skipped","Darlene Mealy"
59192,"AD: 55 ED: 010",55,10,"Eli Brown","skipped","skipped","skipped","skipped"
59193,"AD: 55 ED: 010",55,10,"Darlene Mealy","Eli Brown","Darlene Mealy","Darlene Mealy","Darlene Mealy"
59195,"AD: 55 ED: 010",55,10,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
59196,"AD: 55 ED: 009",55,9,"Darlene Mealy","Jammel Thompson","Jamell Henderson","Eli Brown","Bianca Cunningham"
59197,"AD: 55 ED: 010",55,10,"Darlene Mealy","skipped","skipped","skipped","skipped"
59198,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Darlene Mealy","Eli Brown","Dante Arnwine","Jammel Thompson"
59199,"AD: 55 ED: 009",55,9,"Eli Brown","Jammel Thompson","Jamell Henderson","Bianca Cunningham","Dante Arnwine"
59200,"AD: 55 ED: 010",55,10,"Eli Brown","Jamell Henderson","Jammel Thompson","Darlene Mealy","Bianca Cunningham"
59201,"AD: 55 ED: 010",55,10,"Lawman Lynch","Jammel Thompson","Jamell Henderson","skipped","skipped"
59202,"AD: 55 ED: 009",55,9,"Dante Arnwine","Darlene Mealy","Eli Brown","Bianca Cunningham","Clifton A. Hinton"
59203,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Dante Arnwine","Lawman Lynch","Jamell Henderson","Jammel Thompson"
59204,"AD: 55 ED: 010",55,10,"Jammel Thompson","Bianca Cunningham","Jamell Henderson","Eli Brown","skipped"
59205,"AD: 55 ED: 009",55,9,"Bianca Cunningham","skipped","skipped","skipped","skipped"
59206,"AD: 55 ED: 009",55,9,"Jammel Thompson","Dante Arnwine","Clifton A. Hinton","Eli Brown","Darlene Mealy"
59207,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59208,"AD: 55 ED: 009",55,9,"Darlene Mealy","skipped","skipped","skipped","skipped"
59209,"AD: 55 ED: 010",55,10,"Lawman Lynch","Jamell Henderson","Clifton A. Hinton","Darlene Mealy","Jammel Thompson"
59210,"AD: 55 ED: 009",55,9,"Jamell Henderson","skipped","skipped","skipped","skipped"
59211,"AD: 55 ED: 010",55,10,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
59213,"AD: 55 ED: 010",55,10,"Lawman Lynch","Eli Brown","Clifton A. Hinton","Jammel Thompson","Bianca Cunningham"
59214,"AD: 55 ED: 009",55,9,"Bianca Cunningham","skipped","skipped","skipped","skipped"
