"CVR","Precinct","AD","ED","rank1","rank2","rank3","rank4","rank5"
167403,"AD: 55 ED: 027",55,27,"Jammel Thompson","skipped","skipped","skipped","skipped"
167404,"AD: 55 ED: 027",55,27,"Jammel Thompson","skipped","skipped","skipped","skipped"
167405,"AD: 55 ED: 027",55,27,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Bianca Cunningham","Eli Brown"
167406,"AD: 55 ED: 026",55,26,"Eli Brown","skipped","skipped","skipped","skipped"
167407,"AD: 55 ED: 042",55,42,"Jammel Thompson","Eli Brown","Lawman Lynch","Darlene Mealy","Jamell Henderson"
167408,"AD: 55 ED: 026",55,26,"Darlene Mealy","skipped","skipped","skipped","skipped"
167410,"AD: 55 ED: 042",55,42,"Jammel Thompson","Eli Brown","Bianca Cunningham","Clifton A. Hinton","skipped"
167411,"AD: 55 ED: 042",55,42,"Dante Arnwine","skipped","skipped","skipped","skipped"
167412,"AD: 55 ED: 042",55,42,"Darlene Mealy","skipped","skipped","skipped","skipped"
167413,"AD: 55 ED: 026",55,26,"Darlene Mealy","Dante Arnwine","skipped","skipped","skipped"
167414,"AD: 55 ED: 042",55,42,"Jammel Thompson","Eli Brown","Clifton A. Hinton","skipped","skipped"
167415,"AD: 55 ED: 042",55,42,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
167416,"AD: 55 ED: 026",55,26,"Eli Brown","Darlene Mealy","Jamell Henderson","Bianca Cunningham","Jammel Thompson"
167417,"AD: 55 ED: 042",55,42,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Bianca Cunningham","Jamell Henderson"
167418,"AD: 55 ED: 042",55,42,"Eli Brown","Jamell Henderson","Darlene Mealy","Bianca Cunningham","Dante Arnwine"
167419,"AD: 55 ED: 026",55,26,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
167420,"AD: 55 ED: 026",55,26,"Jammel Thompson","Bianca Cunningham","skipped","skipped","skipped"
167421,"AD: 55 ED: 027",55,27,"Darlene Mealy","Dante Arnwine","Jammel Thompson","Jamell Henderson","Bianca Cunningham"
167422,"AD: 55 ED: 026",55,26,"overvote","skipped","skipped","skipped","skipped"
167423,"AD: 55 ED: 026",55,26,"Lawman Lynch","Darlene Mealy","Eli Brown","Clifton A. Hinton","Dante Arnwine"
167424,"AD: 55 ED: 027",55,27,"Darlene Mealy","skipped","skipped","skipped","skipped"
167425,"AD: 55 ED: 027",55,27,"Jammel Thompson","Eli Brown","skipped","skipped","skipped"
167426,"AD: 55 ED: 027",55,27,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
167427,"AD: 55 ED: 042",55,42,"Darlene Mealy","Jamell Henderson","Dante Arnwine","skipped","skipped"
167429,"AD: 55 ED: 027",55,27,"Darlene Mealy","skipped","skipped","skipped","skipped"
167430,"AD: 55 ED: 042",55,42,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
167431,"AD: 55 ED: 027",55,27,"Jammel Thompson","skipped","skipped","skipped","skipped"
167432,"AD: 55 ED: 026",55,26,"Jamell Henderson","Darlene Mealy","Dante Arnwine","skipped","skipped"
167433,"AD: 55 ED: 026",55,26,"Darlene Mealy","skipped","skipped","skipped","skipped"
167434,"AD: 55 ED: 042",55,42,"Lawman Lynch","skipped","skipped","skipped","skipped"
167435,"AD: 55 ED: 027",55,27,"Darlene Mealy","skipped","skipped","skipped","skipped"
167436,"AD: 55 ED: 027",55,27,"Darlene Mealy","skipped","skipped","skipped","skipped"
167437,"AD: 55 ED: 027",55,27,"Dante Arnwine","skipped","skipped","skipped","skipped"
167438,"AD: 55 ED: 026",55,26,"Jamell Henderson","Jammel Thompson","Bianca Cunningham","Dante Arnwine","Darlene Mealy"
167439,"AD: 55 ED: 042",55,42,"Darlene Mealy","skipped","skipped","skipped","skipped"
167440,"AD: 55 ED: 042",55,42,"Jammel Thompson","Bianca Cunningham","Dante Arnwine","Jamell Henderson","Darlene Mealy"
167441,"AD: 55 ED: 042",55,42,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Lawman Lynch","Bianca Cunningham"
167443,"AD: 55 ED: 027",55,27,"Jammel Thompson","Jamell Henderson","Eli Brown","Lawman Lynch","skipped"
167444,"AD: 55 ED: 042",55,42,"Darlene Mealy","Jammel Thompson","Bianca Cunningham","skipped","skipped"
167445,"AD: 55 ED: 042",55,42,"Jammel Thompson","Jamell Henderson","Clifton A. Hinton","Bianca Cunningham","Dante Arnwine"
167446,"AD: 55 ED: 026",55,26,"Darlene Mealy","skipped","skipped","skipped","skipped"
167447,"AD: 55 ED: 026",55,26,"Jamell Henderson","skipped","skipped","skipped","skipped"
167448,"AD: 55 ED: 026",55,26,"Darlene Mealy","skipped","skipped","skipped","skipped"
167449,"AD: 55 ED: 042",55,42,"Lawman Lynch","skipped","skipped","skipped","skipped"
167450,"AD: 55 ED: 026",55,26,"Dante Arnwine","Darlene Mealy","skipped","skipped","skipped"
167451,"AD: 55 ED: 027",55,27,"Darlene Mealy","skipped","skipped","skipped","skipped"
167452,"AD: 55 ED: 027",55,27,"Eli Brown","Lawman Lynch","Darlene Mealy","skipped","skipped"
167453,"AD: 55 ED: 026",55,26,"Darlene Mealy","skipped","skipped","skipped","skipped"
167454,"AD: 55 ED: 042",55,42,"Darlene Mealy","skipped","Jammel Thompson","skipped","skipped"
167456,"AD: 55 ED: 026",55,26,"Darlene Mealy","skipped","skipped","skipped","skipped"
167776,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167777,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167778,"AD: 55 ED: 063",55,63,"Jammel Thompson","Jamell Henderson","Darlene Mealy","Bianca Cunningham","skipped"
167779,"AD: 55 ED: 063",55,63,"Jammel Thompson","Eli Brown","Jamell Henderson","Write-in","skipped"
167780,"AD: 55 ED: 063",55,63,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Clifton A. Hinton","Eli Brown"
167781,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167782,"AD: 55 ED: 064",55,64,"Bianca Cunningham","Lawman Lynch","Eli Brown","Dante Arnwine","Jamell Henderson"
167783,"AD: 55 ED: 063",55,63,"Jamell Henderson","skipped","skipped","skipped","skipped"
167784,"AD: 55 ED: 063",55,63,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
167785,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167786,"AD: 55 ED: 063",55,63,"Lawman Lynch","Bianca Cunningham","Jammel Thompson","Eli Brown","Dante Arnwine"
167787,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
167788,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167789,"AD: 55 ED: 063",55,63,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
167790,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Lawman Lynch","Jamell Henderson","Dante Arnwine","skipped"
167791,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Lawman Lynch","Darlene Mealy"
167792,"AD: 55 ED: 063",55,63,"Darlene Mealy","Dante Arnwine","Jammel Thompson","Lawman Lynch","Eli Brown"
167793,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167794,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167795,"AD: 55 ED: 063",55,63,"Jamell Henderson","Jammel Thompson","Darlene Mealy","Bianca Cunningham","Eli Brown"
167796,"AD: 55 ED: 064",55,64,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
167797,"AD: 55 ED: 064",55,64,"Lawman Lynch","Jammel Thompson","Jamell Henderson","Dante Arnwine","Bianca Cunningham"
167798,"AD: 55 ED: 063",55,63,"Darlene Mealy","Dante Arnwine","Bianca Cunningham","Clifton A. Hinton","Jamell Henderson"
167799,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167800,"AD: 55 ED: 064",55,64,"Bianca Cunningham","Dante Arnwine","Eli Brown","Jamell Henderson","Darlene Mealy"
167801,"AD: 55 ED: 064",55,64,"Jammel Thompson","Eli Brown","Lawman Lynch","Jamell Henderson","Clifton A. Hinton"
167803,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167804,"AD: 55 ED: 063",55,63,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
167805,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167806,"AD: 55 ED: 064",55,64,"Lawman Lynch","Bianca Cunningham","skipped","skipped","skipped"
167807,"AD: 55 ED: 063",55,63,"Jammel Thompson","Darlene Mealy","Eli Brown","Jamell Henderson","Dante Arnwine"
167808,"AD: 55 ED: 064",55,64,"Lawman Lynch","Jamell Henderson","Darlene Mealy","Eli Brown","skipped"
167809,"AD: 55 ED: 063",55,63,"Dante Arnwine","Bianca Cunningham","Jamell Henderson","Jammel Thompson","Eli Brown"
167810,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Clifton A. Hinton","Dante Arnwine"
167811,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167812,"AD: 55 ED: 063",55,63,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
167813,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167814,"AD: 55 ED: 064",55,64,"Eli Brown","Lawman Lynch","skipped","skipped","skipped"
167815,"AD: 55 ED: 064",55,64,"Dante Arnwine","Bianca Cunningham","Clifton A. Hinton","Eli Brown","Jamell Henderson"
167816,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167817,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167818,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167819,"AD: 55 ED: 063",55,63,"Lawman Lynch","Jamell Henderson","Jammel Thompson","Clifton A. Hinton","Bianca Cunningham"
167820,"AD: 55 ED: 063",55,63,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Eli Brown","Dante Arnwine"
167821,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167822,"AD: 55 ED: 064",55,64,"Bianca Cunningham","Dante Arnwine","Lawman Lynch","Jamell Henderson","skipped"
167823,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167824,"AD: 55 ED: 063",55,63,"Darlene Mealy","Dante Arnwine","Clifton A. Hinton","Jammel Thompson","Eli Brown"
167825,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167826,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167827,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167828,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167829,"AD: 55 ED: 064",55,64,"Lawman Lynch","Jamell Henderson","Jammel Thompson","Clifton A. Hinton","Eli Brown"
167830,"AD: 55 ED: 063",55,63,"Eli Brown","skipped","skipped","skipped","skipped"
167831,"AD: 55 ED: 064",55,64,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
167832,"AD: 55 ED: 064",55,64,"Jammel Thompson","Darlene Mealy","Eli Brown","Bianca Cunningham","skipped"
167833,"AD: 55 ED: 064",55,64,"Dante Arnwine","skipped","skipped","skipped","skipped"
167834,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167835,"AD: 55 ED: 064",55,64,"Bianca Cunningham","skipped","skipped","skipped","skipped"
167836,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167837,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Jamell Henderson","Jammel Thompson","Lawman Lynch","Eli Brown"
167838,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167839,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167840,"AD: 55 ED: 064",55,64,"Bianca Cunningham","Eli Brown","Lawman Lynch","Dante Arnwine","Jamell Henderson"
167841,"AD: 55 ED: 064",55,64,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Bianca Cunningham","Jamell Henderson"
167842,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167843,"AD: 55 ED: 063",55,63,"Jamell Henderson","Jammel Thompson","Dante Arnwine","Lawman Lynch","skipped"
167845,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167846,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
167847,"AD: 55 ED: 063",55,63,"Lawman Lynch","Bianca Cunningham","Jammel Thompson","Jamell Henderson","Dante Arnwine"
167848,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167849,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167850,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
167851,"AD: 55 ED: 063",55,63,"Eli Brown","skipped","skipped","skipped","skipped"
167852,"AD: 55 ED: 064",55,64,"Darlene Mealy","overvote","overvote","overvote","Bianca Cunningham"
167853,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Bianca Cunningham","skipped"
167854,"AD: 55 ED: 063",55,63,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","Jammel Thompson","Jamell Henderson"
167855,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167856,"AD: 55 ED: 064",55,64,"Lawman Lynch","skipped","skipped","skipped","skipped"
167857,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167858,"AD: 55 ED: 064",55,64,"Lawman Lynch","Bianca Cunningham","Eli Brown","Jamell Henderson","Dante Arnwine"
167859,"AD: 55 ED: 063",55,63,"Jammel Thompson","Jamell Henderson","Dante Arnwine","Eli Brown","Clifton A. Hinton"
167860,"AD: 55 ED: 064",55,64,"Lawman Lynch","overvote","skipped","skipped","skipped"
167861,"AD: 55 ED: 063",55,63,"Darlene Mealy","Bianca Cunningham","Dante Arnwine","Jammel Thompson","Lawman Lynch"
167862,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167863,"AD: 55 ED: 063",55,63,"Bianca Cunningham","skipped","skipped","skipped","skipped"
167864,"AD: 55 ED: 064",55,64,"Lawman Lynch","Jamell Henderson","Clifton A. Hinton","Bianca Cunningham","Dante Arnwine"
167865,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Dante Arnwine","Jamell Henderson","Eli Brown","Lawman Lynch"
167866,"AD: 55 ED: 063",55,63,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
167868,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167869,"AD: 55 ED: 064",55,64,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
167870,"AD: 55 ED: 064",55,64,"Lawman Lynch","skipped","skipped","skipped","skipped"
167871,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Clifton A. Hinton","Bianca Cunningham"
167872,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167873,"AD: 55 ED: 064",55,64,"Lawman Lynch","Jamell Henderson","Dante Arnwine","Darlene Mealy","Jammel Thompson"
167874,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167875,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Lawman Lynch","Eli Brown","Jamell Henderson","Darlene Mealy"
167876,"AD: 55 ED: 063",55,63,"Dante Arnwine","Bianca Cunningham","Lawman Lynch","Jamell Henderson","Eli Brown"
167877,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167878,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167879,"AD: 55 ED: 064",55,64,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
167880,"AD: 55 ED: 063",55,63,"Eli Brown","Jammel Thompson","Jamell Henderson","Bianca Cunningham","Dante Arnwine"
167881,"AD: 55 ED: 063",55,63,"Jamell Henderson","Darlene Mealy","skipped","skipped","skipped"
167882,"AD: 55 ED: 064",55,64,"Dante Arnwine","skipped","skipped","skipped","skipped"
167883,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167884,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","Dante Arnwine","skipped","skipped"
167885,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167886,"AD: 55 ED: 063",55,63,"Jamell Henderson","skipped","skipped","skipped","skipped"
167888,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Lawman Lynch","Jamell Henderson","Dante Arnwine","Eli Brown"
167890,"AD: 55 ED: 064",55,64,"Lawman Lynch","Jammel Thompson","Clifton A. Hinton","Bianca Cunningham","Dante Arnwine"
167891,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167892,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167893,"AD: 55 ED: 064",55,64,"Darlene Mealy","Bianca Cunningham","Jamell Henderson","Lawman Lynch","skipped"
167894,"AD: 55 ED: 064",55,64,"Bianca Cunningham","Dante Arnwine","Jammel Thompson","Jamell Henderson","Clifton A. Hinton"
167895,"AD: 55 ED: 064",55,64,"Eli Brown","skipped","skipped","skipped","skipped"
167896,"AD: 55 ED: 064",55,64,"Jammel Thompson","Darlene Mealy","Eli Brown","Dante Arnwine","Jamell Henderson"
167897,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167898,"AD: 55 ED: 064",55,64,"Bianca Cunningham","Lawman Lynch","Dante Arnwine","Jamell Henderson","Jammel Thompson"
167899,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167900,"AD: 55 ED: 064",55,64,"Lawman Lynch","Clifton A. Hinton","Jamell Henderson","Eli Brown","Bianca Cunningham"
167901,"AD: 55 ED: 064",55,64,"Lawman Lynch","Eli Brown","Bianca Cunningham","Jammel Thompson","Clifton A. Hinton"
167902,"AD: 55 ED: 063",55,63,"overvote","skipped","skipped","skipped","skipped"
167903,"AD: 55 ED: 063",55,63,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
167904,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167905,"AD: 55 ED: 064",55,64,"Bianca Cunningham","skipped","skipped","skipped","skipped"
167906,"AD: 55 ED: 063",55,63,"skipped","Darlene Mealy","skipped","skipped","skipped"
167907,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167908,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167909,"AD: 55 ED: 064",55,64,"Lawman Lynch","skipped","skipped","skipped","skipped"
167910,"AD: 55 ED: 063",55,63,"skipped","skipped","skipped","skipped","Darlene Mealy"
167911,"AD: 55 ED: 063",55,63,"Clifton A. Hinton","Eli Brown","Jamell Henderson","Jammel Thompson","Lawman Lynch"
167912,"AD: 55 ED: 063",55,63,"Lawman Lynch","Dante Arnwine","Bianca Cunningham","skipped","skipped"
167913,"AD: 55 ED: 063",55,63,"Jammel Thompson","Eli Brown","skipped","skipped","skipped"
167914,"AD: 55 ED: 064",55,64,"Jamell Henderson","Write-in","Jammel Thompson","Eli Brown","Bianca Cunningham"
167915,"AD: 55 ED: 063",55,63,"Darlene Mealy","Dante Arnwine","Bianca Cunningham","Eli Brown","Jammel Thompson"
167916,"AD: 55 ED: 063",55,63,"Jamell Henderson","skipped","skipped","skipped","skipped"
167917,"AD: 55 ED: 063",55,63,"Lawman Lynch","Dante Arnwine","Darlene Mealy","Jamell Henderson","Jammel Thompson"
167918,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Lawman Lynch","Jammel Thompson","Clifton A. Hinton","skipped"
167919,"AD: 55 ED: 063",55,63,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
167920,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167921,"AD: 55 ED: 063",55,63,"Bianca Cunningham","skipped","skipped","skipped","skipped"
167922,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167923,"AD: 55 ED: 064",55,64,"Lawman Lynch","Darlene Mealy","Jammel Thompson","Bianca Cunningham","Dante Arnwine"
167924,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167926,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167927,"AD: 55 ED: 064",55,64,"Jamell Henderson","Eli Brown","skipped","skipped","skipped"
167928,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167929,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167930,"AD: 55 ED: 064",55,64,"Lawman Lynch","skipped","skipped","skipped","skipped"
167931,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167932,"AD: 55 ED: 064",55,64,"skipped","skipped","skipped","Darlene Mealy","skipped"
167933,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167934,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167935,"AD: 55 ED: 063",55,63,"Lawman Lynch","Jammel Thompson","Clifton A. Hinton","Bianca Cunningham","Darlene Mealy"
167936,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","Jamell Henderson","Clifton A. Hinton","Bianca Cunningham"
167937,"AD: 55 ED: 063",55,63,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","Jamell Henderson","Jammel Thompson"
167938,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167939,"AD: 55 ED: 063",55,63,"Jamell Henderson","Lawman Lynch","Jammel Thompson","Dante Arnwine","Eli Brown"
167940,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167942,"AD: 55 ED: 063",55,63,"Dante Arnwine","Lawman Lynch","Bianca Cunningham","skipped","skipped"
167943,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167944,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167945,"AD: 55 ED: 063",55,63,"Darlene Mealy","Jamell Henderson","Jammel Thompson","Dante Arnwine","Bianca Cunningham"
167947,"AD: 55 ED: 064",55,64,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","Lawman Lynch","Clifton A. Hinton"
167948,"AD: 55 ED: 064",55,64,"Bianca Cunningham","skipped","skipped","skipped","skipped"
167950,"AD: 55 ED: 063",55,63,"Lawman Lynch","Darlene Mealy","Jammel Thompson","Dante Arnwine","Jamell Henderson"
167951,"AD: 55 ED: 063",55,63,"Darlene Mealy","Jamell Henderson","Eli Brown","Clifton A. Hinton","Bianca Cunningham"
167952,"AD: 55 ED: 064",55,64,"Lawman Lynch","skipped","skipped","skipped","skipped"
167953,"AD: 55 ED: 064",55,64,"Darlene Mealy","Lawman Lynch","Jamell Henderson","overvote","Dante Arnwine"
167954,"AD: 55 ED: 064",55,64,"Jamell Henderson","skipped","skipped","skipped","skipped"
167955,"AD: 55 ED: 063",55,63,"Lawman Lynch","Darlene Mealy","Eli Brown","skipped","skipped"
167956,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167957,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Lawman Lynch","Dante Arnwine","Jamell Henderson","skipped"
167958,"AD: 55 ED: 064",55,64,"Jammel Thompson","skipped","skipped","skipped","skipped"
167959,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Jammel Thompson","skipped","skipped","skipped"
167960,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167961,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167962,"AD: 55 ED: 064",55,64,"Dante Arnwine","skipped","skipped","skipped","skipped"
167963,"AD: 55 ED: 064",55,64,"Lawman Lynch","Darlene Mealy","Jamell Henderson","Bianca Cunningham","skipped"
167964,"AD: 55 ED: 063",55,63,"Darlene Mealy","Eli Brown","Jammel Thompson","Jamell Henderson","Clifton A. Hinton"
167965,"AD: 55 ED: 064",55,64,"Jamell Henderson","skipped","skipped","skipped","skipped"
167966,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167967,"AD: 55 ED: 064",55,64,"Lawman Lynch","Eli Brown","skipped","skipped","skipped"
167968,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
167969,"AD: 55 ED: 064",55,64,"Darlene Mealy","Lawman Lynch","Jammel Thompson","skipped","skipped"
167970,"AD: 55 ED: 064",55,64,"Jammel Thompson","Jamell Henderson","Lawman Lynch","Darlene Mealy","Bianca Cunningham"
167971,"AD: 55 ED: 064",55,64,"Darlene Mealy","Lawman Lynch","Jammel Thompson","skipped","skipped"
167972,"AD: 55 ED: 064",55,64,"Eli Brown","Bianca Cunningham","Jammel Thompson","Lawman Lynch","Dante Arnwine"
167973,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
167974,"AD: 55 ED: 063",55,63,"Lawman Lynch","skipped","skipped","skipped","skipped"
167975,"AD: 55 ED: 064",55,64,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
167976,"AD: 55 ED: 063",55,63,"Jammel Thompson","skipped","skipped","skipped","skipped"
167977,"AD: 55 ED: 063",55,63,"Darlene Mealy","Lawman Lynch","Eli Brown","Bianca Cunningham","Dante Arnwine"
167978,"AD: 55 ED: 064",55,64,"Dante Arnwine","skipped","skipped","skipped","skipped"
168323,"AD: 55 ED: 064",55,64,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
168324,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
168325,"AD: 55 ED: 063",55,63,"Darlene Mealy","skipped","skipped","skipped","skipped"
168326,"AD: 55 ED: 064",55,64,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
168327,"AD: 55 ED: 064",55,64,"Jamell Henderson","Lawman Lynch","Eli Brown","Bianca Cunningham","Dante Arnwine"
168328,"AD: 55 ED: 064",55,64,"Lawman Lynch","skipped","skipped","skipped","skipped"
168329,"AD: 55 ED: 064",55,64,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
168330,"AD: 55 ED: 063",55,63,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
168331,"AD: 55 ED: 064",55,64,"Lawman Lynch","Darlene Mealy","Clifton A. Hinton","skipped","skipped"
168332,"AD: 55 ED: 064",55,64,"Darlene Mealy","skipped","skipped","skipped","skipped"
