"precincts","tally_type","ballotID","rank1","rank2","rank3"
"3312","VBM / EV - 400c 2nd Cut",234825,"DAVID CHIU","ED LEE","PHIL TING"
"3312","VBM / EV - 400c 2nd Cut",234826,"JOHN AVALOS","BEVAN DUFTY","DENNIS HERRERA"
"3314/3313","VBM / EV - 400c 2nd Cut",234827,"DENNIS HERRERA","ED LEE","skipped"
"3314/3313","VBM / EV - 400c 2nd Cut",234828,"DENNIS HERRERA","JEFF ADACHI","MICHELA ALIOTO-PIER"
"3315","VBM / EV - 400c 2nd Cut",234829,"ED LEE","TONY HALL","MICHELA ALIOTO-PIER"
"3315","VBM / EV - 400c 2nd Cut",234830,"DENNIS HERRERA","DAVID CHIU","JEFF ADACHI"
"3316","VBM / EV - 400c 2nd Cut",234831,"skipped","skipped","skipped"
"3317/3307","VBM / EV - 400c 2nd Cut",234832,"MICHELA ALIOTO-PIER","ED LEE","DENNIS HERRERA"
"3318/3319","VBM / EV - 400c 2nd Cut",234833,"DENNIS HERRERA","JOHN AVALOS","skipped"
"3318/3319","VBM / EV - 400c 2nd Cut",234834,"LELAND YEE","DAVID CHIU","PHIL TING"
"3322/3323","VBM / EV - 400c 2nd Cut",234835,"ED LEE","DAVID CHIU","LELAND YEE"
"3324/3325","VBM / EV - 400c 2nd Cut",234836,"DAVID CHIU","LELAND YEE","ED LEE"
"3326","VBM / EV - 400c 2nd Cut",234837,"DAVID CHIU","ED LEE","WILMA PANG"
"3332/3331","VBM / EV - 400c 2nd Cut",234838,"ED LEE","DAVID CHIU","LELAND YEE"
"3332/3331","VBM / EV - 400c 2nd Cut",234839,"ED LEE","DENNIS HERRERA","JOHN AVALOS"
"3333","VBM / EV - 400c 2nd Cut",234840,"ED LEE","PHIL TING","DAVID CHIU"
"3333","VBM / EV - 400c 2nd Cut",234841,"DAVID CHIU","JOHN AVALOS","JEFF ADACHI"
"3333","VBM / EV - 400c 2nd Cut",234842,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"3335","VBM / EV - 400c 2nd Cut",234843,"BEVAN DUFTY","skipped","skipped"
"3335","VBM / EV - 400c 2nd Cut",234844,"JEFF ADACHI","ED LEE","LELAND YEE"
"3336/3344","VBM / EV - 400c 2nd Cut",234845,"DAVID CHIU","DAVID CHIU","DAVID CHIU"
"3336/3344","VBM / EV - 400c 2nd Cut",234846,"ED LEE","LELAND YEE","DAVID CHIU"
"3336/3344","VBM / EV - 400c 2nd Cut",234847,"ED LEE","DAVID CHIU","PHIL TING"
"3336/3344","VBM / EV - 400c 2nd Cut",234848,"ED LEE","DAVID CHIU","PHIL TING"
"3336/3344","VBM / EV - 400c 2nd Cut",234849,"DAVID CHIU","DENNIS HERRERA","JEFF ADACHI"
"3338","VBM / EV - 400c 2nd Cut",234850,"ED LEE","DAVID CHIU","PHIL TING"
"3342/3341","VBM / EV - 400c 2nd Cut",234851,"ED LEE","BEVAN DUFTY","DAVID CHIU"
"3343/3334","VBM / EV - 400c 2nd Cut",234852,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"3345/3339","VBM / EV - 400c 2nd Cut",234853,"DENNIS HERRERA","ED LEE","DAVID CHIU"
"3345/3339","VBM / EV - 400c 2nd Cut",234854,"ED LEE","DAVID CHIU","LELAND YEE"
"3346","VBM / EV - 400c 2nd Cut",234855,"ED LEE","LELAND YEE","BEVAN DUFTY"
"3347","VBM / EV - 400c 2nd Cut",234856,"DAVID CHIU","JOHN AVALOS","BEVAN DUFTY"
"3347","VBM / EV - 400c 2nd Cut",234857,"ED LEE","LELAND YEE","DAVID CHIU"
"3348","VBM / EV - 400c 2nd Cut",234858,"DAVID CHIU","PHIL TING","JEFF ADACHI"
"3349/3351","VBM / EV - 400c 2nd Cut",234859,"ED LEE","JOHN AVALOS","DAVID CHIU"
"3349/3351","VBM / EV - 400c 2nd Cut",234860,"JOHN AVALOS","BEVAN DUFTY","DAVID CHIU"
"3502/3501","VBM / EV - 400c 2nd Cut",234861,"BEVAN DUFTY","DAVID CHIU","DENNIS HERRERA"
"3502/3501","VBM / EV - 400c 2nd Cut",234862,"ED LEE","DAVID CHIU","JOHN AVALOS"
"3504/3503","VBM / EV - 400c 2nd Cut",234863,"ED LEE","DENNIS HERRERA","MICHELA ALIOTO-PIER"
"3504/3503","VBM / EV - 400c 2nd Cut",234864,"ED LEE","DAVID CHIU","LELAND YEE"
"3504/3503","VBM / EV - 400c 2nd Cut",234865,"ED LEE","MICHELA ALIOTO-PIER","JOANNA REES"
"3504/3503","VBM / EV - 400c 2nd Cut",234866,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3505","VBM / EV - 400c 2nd Cut",234867,"ED LEE","DAVID CHIU","skipped"
"3509/3508","VBM / EV - 400c 2nd Cut",234868,"DAVID CHIU","PHIL TING","ED LEE"
"3509/3508","VBM / EV - 400c 2nd Cut",234869,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3509/3508","VBM / EV - 400c 2nd Cut",234870,"LELAND YEE","DAVID CHIU","JOANNA REES"
"3513/3514","VBM / EV - 400c 2nd Cut",234871,"DAVID CHIU","JOANNA REES","BEVAN DUFTY"
"3516","VBM / EV - 400c 2nd Cut",234872,"DAVID CHIU","JOHN AVALOS","ED LEE"
"3517","VBM / EV - 400c 2nd Cut",234873,"LELAND YEE","ED LEE","DAVID CHIU"
"3518/3520","VBM / EV - 400c 2nd Cut",234874,"BEVAN DUFTY","ED LEE","LELAND YEE"
"3521","VBM / EV - 400c 2nd Cut",234875,"ED LEE","DAVID CHIU","PHIL TING"
"3523/3522","VBM / EV - 400c 2nd Cut",234876,"JEFF ADACHI","skipped","skipped"
"3523/3522","VBM / EV - 400c 2nd Cut",234877,"ED LEE","MICHELA ALIOTO-PIER","DAVID CHIU"
"3523/3522","VBM / EV - 400c 2nd Cut",234878,"JEFF ADACHI","DENNIS HERRERA","BEVAN DUFTY"
"3525/3524","VBM / EV - 400c 2nd Cut",234879,"BEVAN DUFTY","BEVAN DUFTY","BEVAN DUFTY"
"3525/3524","VBM / EV - 400c 2nd Cut",234880,"DAVID CHIU","ED LEE","JEFF ADACHI"
"3525/3524","VBM / EV - 400c 2nd Cut",234881,"DAVID CHIU","JEFF ADACHI","ED LEE"
"3525/3524","VBM / EV - 400c 2nd Cut",234882,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"3527/3526","VBM / EV - 400c 2nd Cut",234883,"JOHN AVALOS","skipped","skipped"
"3528","VBM / EV - 400c 2nd Cut",234884,"JOHN AVALOS","DAVID CHIU","BEVAN DUFTY"
"3528","VBM / EV - 400c 2nd Cut",234885,"ED LEE","skipped","skipped"
"3529/3531","VBM / EV - 400c 2nd Cut",234886,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3529/3531","VBM / EV - 400c 2nd Cut",234887,"ED LEE","JEFF ADACHI","skipped"
"3533/3532","VBM / EV - 400c 2nd Cut",234888,"BEVAN DUFTY","JOHN AVALOS","DENNIS HERRERA"
"3533/3532","VBM / EV - 400c 2nd Cut",234889,"TONY HALL","TONY HALL","TONY HALL"
"3533/3532","VBM / EV - 400c 2nd Cut",234890,"TERRY JOAN BAUM","PAUL CURRIER","BEVAN DUFTY"
"3534/3548","VBM / EV - 400c 2nd Cut",234891,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3534/3548","VBM / EV - 400c 2nd Cut",234892,"JEFF ADACHI","DAVID CHIU","JOHN AVALOS"
"3534/3548","VBM / EV - 400c 2nd Cut",234893,"JOHN AVALOS","BEVAN DUFTY","DAVID CHIU"
"3535","VBM / EV - 400c 2nd Cut",234894,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3535","VBM / EV - 400c 2nd Cut",234895,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3535","VBM / EV - 400c 2nd Cut",234896,"JEFF ADACHI","skipped","skipped"
"3537/3536","VBM / EV - 400c 2nd Cut",234897,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3539/3538","VBM / EV - 400c 2nd Cut",234898,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3539/3538","VBM / EV - 400c 2nd Cut",234899,"TERRY JOAN BAUM","JOHN AVALOS","LELAND YEE"
"3541","VBM / EV - 400c 2nd Cut",234900,"TERRY JOAN BAUM","PHIL TING","BEVAN DUFTY"
"3541","VBM / EV - 400c 2nd Cut",234901,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3542","VBM / EV - 400c 2nd Cut",234902,"LELAND YEE","ED LEE","skipped"
"3542","VBM / EV - 400c 2nd Cut",234903,"LELAND YEE","JOHN AVALOS","DENNIS HERRERA"
"3543","VBM / EV - 400c 2nd Cut",234904,"DENNIS HERRERA","BEVAN DUFTY","LELAND YEE"
"3544/3545","VBM / EV - 400c 2nd Cut",234905,"JOHN AVALOS","TERRY JOAN BAUM","DENNIS HERRERA"
"3544/3545","VBM / EV - 400c 2nd Cut",234906,"TONY HALL","JEFF ADACHI","DAVID CHIU"
"3547/3546","VBM / EV - 400c 2nd Cut",234907,"DAVID CHIU","DENNIS HERRERA","JEFF ADACHI"
"3552/3549","VBM / EV - 400c 2nd Cut",234908,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3552/3549","VBM / EV - 400c 2nd Cut",234909,"JOHN AVALOS","DAVID CHIU","DENNIS HERRERA"
"3552/3549","VBM / EV - 400c 2nd Cut",234910,"LELAND YEE","ED LEE","DENNIS HERRERA"
"3553/3551","VBM / EV - 400c 2nd Cut",234911,"JEFF ADACHI","skipped","skipped"
"3553/3551","VBM / EV - 400c 2nd Cut",234912,"ED LEE","MICHELA ALIOTO-PIER","PHIL TING"
"3553/3551","VBM / EV - 400c 2nd Cut",234913,"JOHN AVALOS","skipped","skipped"
"3553/3551","VBM / EV - 400c 2nd Cut",234914,"ED LEE","MICHELA ALIOTO-PIER","PHIL TING"
"3554","VBM / EV - 400c 2nd Cut",234915,"ED LEE","LELAND YEE","DAVID CHIU"
"3703","VBM / EV - 400c 2nd Cut",234916,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3846/3853","VBM / EV - 400c 2nd Cut",234917,"DENNIS HERRERA","JEFF ADACHI","LELAND YEE"
"3846/3853","VBM / EV - 400c 2nd Cut",234918,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3846/3853","VBM / EV - 400c 2nd Cut",234919,"DENNIS HERRERA","JOHN AVALOS","DAVID CHIU"
"3846/3853","VBM / EV - 400c 2nd Cut",234920,"BEVAN DUFTY","JOHN AVALOS","MICHELA ALIOTO-PIER"
"3846/3853","VBM / EV - 400c 2nd Cut",234921,"BEVAN DUFTY","JOANNA REES","TERRY JOAN BAUM"
"3847","VBM / EV - 400c 2nd Cut",234922,"ED LEE","JOHN AVALOS","JEFF ADACHI"
"3848","VBM / EV - 400c 2nd Cut",234923,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"3848","VBM / EV - 400c 2nd Cut",234924,"DAVID CHIU","ED LEE","skipped"
"3849/3851","VBM / EV - 400c 2nd Cut",234925,"JEFF ADACHI","skipped","skipped"
"3849/3851","VBM / EV - 400c 2nd Cut",234926,"LELAND YEE","ED LEE","JOHN AVALOS"
"3849/3851","VBM / EV - 400c 2nd Cut",234927,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"3849/3851","VBM / EV - 400c 2nd Cut",234928,"DAVID CHIU","ED LEE","JOHN AVALOS"
"3852","VBM / EV - 400c 2nd Cut",234929,"DENNIS HERRERA","BEVAN DUFTY","DAVID CHIU"
"3852","VBM / EV - 400c 2nd Cut",234930,"ED LEE","LELAND YEE","skipped"
"3852","VBM / EV - 400c 2nd Cut",234931,"DENNIS HERRERA","BEVAN DUFTY","DAVID CHIU"
"3854/3858","VBM / EV - 400c 2nd Cut",234932,"ED LEE","JEFF ADACHI","JOANNA REES"
"3854/3858","VBM / EV - 400c 2nd Cut",234933,"DENNIS HERRERA","JOANNA REES","LELAND YEE"
"3855","VBM / EV - 400c 2nd Cut",234934,"DENNIS HERRERA","JOHN AVALOS","skipped"
"3859/3864","VBM / EV - 400c 2nd Cut",234935,"DENNIS HERRERA","TONY HALL","skipped"
"3859/3864","VBM / EV - 400c 2nd Cut",234936,"ED LEE","DENNIS HERRERA","BEVAN DUFTY"
"3859/3864","VBM / EV - 400c 2nd Cut",234937,"DENNIS HERRERA","MICHELA ALIOTO-PIER","CESAR ASCARRUNZ"
"3859/3864","VBM / EV - 400c 2nd Cut",234938,"JEFF ADACHI","skipped","skipped"
"3859/3864","VBM / EV - 400c 2nd Cut",234939,"DAVID CHIU","DENNIS HERRERA","BEVAN DUFTY"
"3859/3864","VBM / EV - 400c 2nd Cut",234940,"ED LEE","DENNIS HERRERA","JOHN AVALOS"
"3859/3864","VBM / EV - 400c 2nd Cut",234941,"DAVID CHIU","DENNIS HERRERA","BEVAN DUFTY"
"3859/3864","VBM / EV - 400c 2nd Cut",234942,"JOHN AVALOS","DAVID CHIU","JEFF ADACHI"
"3859/3864","VBM / EV - 400c 2nd Cut",234943,"DAVID CHIU","skipped","skipped"
"3859/3864","VBM / EV - 400c 2nd Cut",234944,"DENNIS HERRERA","BEVAN DUFTY","LELAND YEE"
"3859/3864","VBM / EV - 400c 2nd Cut",234945,"TONY HALL","JEFF ADACHI","skipped"
"3861/3856","VBM / EV - 400c 2nd Cut",234946,"JOHN AVALOS","LELAND YEE","skipped"
"3861/3856","VBM / EV - 400c 2nd Cut",234947,"DENNIS HERRERA","JOANNA REES","LELAND YEE"
"3861/3856","VBM / EV - 400c 2nd Cut",234948,"JEFF ADACHI","ED LEE","skipped"
"3861/3856","VBM / EV - 400c 2nd Cut",234949,"BEVAN DUFTY","DAVID CHIU","skipped"
"3862/3857","VBM / EV - 400c 2nd Cut",234950,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3862/3857","VBM / EV - 400c 2nd Cut",234951,"DAVID CHIU","ED LEE","LELAND YEE"
"3862/3857","VBM / EV - 400c 2nd Cut",234952,"ED LEE","skipped","skipped"
"3862/3857","VBM / EV - 400c 2nd Cut",234953,"ED LEE","skipped","skipped"
"3862/3857","VBM / EV - 400c 2nd Cut",234954,"JEFF ADACHI","DENNIS HERRERA","DAVID CHIU"
"3862/3857","VBM / EV - 400c 2nd Cut",234955,"BEVAN DUFTY","DAVID CHIU","JEFF ADACHI"
"3865/3868","VBM / EV - 400c 2nd Cut",234956,"DAVID CHIU","DENNIS HERRERA","ED LEE"
"3865/3868","VBM / EV - 400c 2nd Cut",234957,"DENNIS HERRERA","ED LEE","BEVAN DUFTY"
"3866/3863","VBM / EV - 400c 2nd Cut",234958,"DENNIS HERRERA","JEFF ADACHI","DAVID CHIU"
"3866/3863","VBM / EV - 400c 2nd Cut",234959,"DENNIS HERRERA","JEFF ADACHI","DAVID CHIU"
"3871","VBM / EV - 400c 2nd Cut",234960,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3872","VBM / EV - 400c 2nd Cut",234961,"MICHELA ALIOTO-PIER","skipped","skipped"
"3872","VBM / EV - 400c 2nd Cut",234962,"LELAND YEE","DENNIS HERRERA","JOHN AVALOS"
"3872","VBM / EV - 400c 2nd Cut",234963,"ED LEE","DAVID CHIU","JOHN AVALOS"
"3902","VBM / EV - 400c 2nd Cut",234964,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3902","VBM / EV - 400c 2nd Cut",234965,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3903/3901","VBM / EV - 400c 2nd Cut",234966,"JOHN AVALOS","JEFF ADACHI","ED LEE"
"3903/3901","VBM / EV - 400c 2nd Cut",234967,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3903/3901","VBM / EV - 400c 2nd Cut",234968,"BEVAN DUFTY","TERRY JOAN BAUM","LELAND YEE"
"3904","VBM / EV - 400c 2nd Cut",234969,"ED LEE","skipped","skipped"
"3904","VBM / EV - 400c 2nd Cut",234970,"JOHN AVALOS","TERRY JOAN BAUM","DENNIS HERRERA"
"3904","VBM / EV - 400c 2nd Cut",234971,"ED LEE","skipped","skipped"
"3904","VBM / EV - 400c 2nd Cut",234972,"JOHN AVALOS","DAVID CHIU","TERRY JOAN BAUM"
"3905","VBM / EV - 400c 2nd Cut",234973,"JOHN AVALOS","DENNIS HERRERA","skipped"
"1101/1104","VBM / EV - 400c 2nd Cut",234974,"JEFF ADACHI","DAVID CHIU","LELAND YEE"
"1101/1104","VBM / EV - 400c 2nd Cut",234975,"DENNIS HERRERA","skipped","skipped"
"1101/1104","VBM / EV - 400c 2nd Cut",234976,"DENNIS HERRERA","BEVAN DUFTY","ED LEE"
"1101/1104","VBM / EV - 400c 2nd Cut",234977,"ED LEE","skipped","skipped"
"1101/1104","VBM / EV - 400c 2nd Cut",234978,"ED LEE","skipped","skipped"
"1101/1104","VBM / EV - 400c 2nd Cut",234979,"ED LEE","MICHELA ALIOTO-PIER","skipped"
"1101/1104","VBM / EV - 400c 2nd Cut",234980,"LELAND YEE","ED LEE","DAVID CHIU"
"1105/1102","VBM / EV - 400c 2nd Cut",234981,"BEVAN DUFTY","EMIL LAWRENCE","PHIL TING"
"1105/1102","VBM / EV - 400c 2nd Cut",234982,"JOHN AVALOS","JOANNA REES","MICHELA ALIOTO-PIER"
"1105/1102","VBM / EV - 400c 2nd Cut",234983,"ED LEE","DAVID CHIU","PHIL TING"
"1105/1102","VBM / EV - 400c 2nd Cut",234984,"ED LEE","DAVID CHIU","PHIL TING"
"1105/1102","VBM / EV - 400c 2nd Cut",234985,"ED LEE","DAVID CHIU","PHIL TING"
"1105/1102","VBM / EV - 400c 2nd Cut",234986,"ED LEE","DAVID CHIU","PHIL TING"
"1105/1102","VBM / EV - 400c 2nd Cut",234987,"JOHN AVALOS","LELAND YEE","skipped"
"1105/1102","VBM / EV - 400c 2nd Cut",234988,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"1105/1102","VBM / EV - 400c 2nd Cut",234989,"EMIL LAWRENCE","DAVID CHIU","BEVAN DUFTY"
"1107/1106","VBM / EV - 400c 2nd Cut",234990,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"1107/1106","VBM / EV - 400c 2nd Cut",234991,"DENNIS HERRERA","LELAND YEE","JOHN AVALOS"
"1107/1106","VBM / EV - 400c 2nd Cut",234992,"JOHN AVALOS","TONY HALL","DENNIS HERRERA"
"1108","VBM / EV - 400c 2nd Cut",234993,"DAVID CHIU","ED LEE","skipped"
"1109/1103","VBM / EV - 400c 2nd Cut",234994,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"1109/1103","VBM / EV - 400c 2nd Cut",234995,"ED LEE","JOHN AVALOS","TONY HALL"
"1109/1103","VBM / EV - 400c 2nd Cut",234996,"LELAND YEE","JEFF ADACHI","MICHELA ALIOTO-PIER"
"1109/1103","VBM / EV - 400c 2nd Cut",234997,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"1109/1103","VBM / EV - 400c 2nd Cut",234998,"TONY HALL","skipped","skipped"
"1109/1103","VBM / EV - 400c 2nd Cut",234999,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"1109/1103","VBM / EV - 400c 2nd Cut",235000,"ED LEE","LELAND YEE","DAVID CHIU"
"1112/1111","VBM / EV - 400c 2nd Cut",235001,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"1112/1111","VBM / EV - 400c 2nd Cut",235002,"ED LEE","skipped","skipped"
"1112/1111","VBM / EV - 400c 2nd Cut",235003,"JOHN AVALOS","DENNIS HERRERA","CESAR ASCARRUNZ"
"1112/1111","VBM / EV - 400c 2nd Cut",235004,"ED LEE","LELAND YEE","DAVID CHIU"
"1112/1111","VBM / EV - 400c 2nd Cut",235005,"JOHN AVALOS","DENNIS HERRERA","CESAR ASCARRUNZ"
"1113/1114","VBM / EV - 400c 2nd Cut",235006,"LELAND YEE","LELAND YEE","LELAND YEE"
"1113/1114","VBM / EV - 400c 2nd Cut",235007,"ED LEE","MICHELA ALIOTO-PIER","DAVID CHIU"
"1113/1114","VBM / EV - 400c 2nd Cut",235008,"LELAND YEE","MICHELA ALIOTO-PIER","skipped"
"1117","VBM / EV - 400c 2nd Cut",235009,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"1117","VBM / EV - 400c 2nd Cut",235010,"ED LEE","DAVID CHIU","skipped"
"1118","VBM / EV - 400c 2nd Cut",235011,"ED LEE","DAVID CHIU","LELAND YEE"
"1118","VBM / EV - 400c 2nd Cut",235012,"ED LEE","JOHN AVALOS","DAVID CHIU"
"1118","VBM / EV - 400c 2nd Cut",235013,"ED LEE","DAVID CHIU","MICHELA ALIOTO-PIER"
"1118","VBM / EV - 400c 2nd Cut",235014,"ED LEE","WILMA PANG","PHIL TING"
"1118","VBM / EV - 400c 2nd Cut",235015,"ED LEE","DAVID CHIU","PHIL TING"
"1119/1121","VBM / EV - 400c 2nd Cut",235016,"JEFF ADACHI","JOANNA REES","LELAND YEE"
"1123/1122","VBM / EV - 400c 2nd Cut",235017,"JEFF ADACHI","LELAND YEE","ED LEE"
"1123/1122","VBM / EV - 400c 2nd Cut",235018,"ED LEE","skipped","skipped"
"1123/1122","VBM / EV - 400c 2nd Cut",235019,"ED LEE","DAVID CHIU","LELAND YEE"
"1123/1122","VBM / EV - 400c 2nd Cut",235020,"ED LEE","DAVID CHIU","LELAND YEE"
"1123/1122","VBM / EV - 400c 2nd Cut",235021,"ED LEE","DAVID CHIU","PHIL TING"
"1124/1138","VBM / EV - 400c 2nd Cut",235022,"DAVID CHIU","ED LEE","JOHN AVALOS"
"1124/1138","VBM / EV - 400c 2nd Cut",235023,"ED LEE","skipped","skipped"
"1124/1138","VBM / EV - 400c 2nd Cut",235024,"MICHELA ALIOTO-PIER","JEFF ADACHI","JOANNA REES"
"1124/1138","VBM / EV - 400c 2nd Cut",235025,"JOHN AVALOS","MICHELA ALIOTO-PIER","skipped"
"1124/1138","VBM / EV - 400c 2nd Cut",235026,"ED LEE","skipped","skipped"
"1126/1125","VBM / EV - 400c 2nd Cut",235027,"DAVID CHIU","LELAND YEE","PHIL TING"
"1126/1125","VBM / EV - 400c 2nd Cut",235028,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"1126/1125","VBM / EV - 400c 2nd Cut",235029,"LELAND YEE","DENNIS HERRERA","DAVID CHIU"
"1126/1125","VBM / EV - 400c 2nd Cut",235030,"ED LEE","DAVID CHIU","PHIL TING"
"1126/1125","VBM / EV - 400c 2nd Cut",235031,"DAVID CHIU","LELAND YEE","PHIL TING"
"1126/1125","VBM / EV - 400c 2nd Cut",235032,"JOHN AVALOS","DAVID CHIU","PHIL TING"
"1128/1127","VBM / EV - 400c 2nd Cut",235033,"ED LEE","skipped","skipped"
"1129/1131","VBM / EV - 400c 2nd Cut",235034,"JOHN AVALOS","JEFF ADACHI","DAVID CHIU"
"1129/1131","VBM / EV - 400c 2nd Cut",235035,"DENNIS HERRERA","LELAND YEE","JOHN AVALOS"
"1129/1131","VBM / EV - 400c 2nd Cut",235036,"JOHN AVALOS","JOHN AVALOS","JOHN AVALOS"
"1132","VBM / EV - 400c 2nd Cut",235037,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"1133","VBM / EV - 400c 2nd Cut",235038,"JEFF ADACHI","DAVID CHIU","JOANNA REES"
"1134","VBM / EV - 400c 2nd Cut",235039,"ED LEE","skipped","skipped"
"1134","VBM / EV - 400c 2nd Cut",235040,"ED LEE","LELAND YEE","MICHELA ALIOTO-PIER"
"1134","VBM / EV - 400c 2nd Cut",235041,"ED LEE","skipped","skipped"
"1135","VBM / EV - 400c 2nd Cut",235042,"ED LEE","LELAND YEE","WILMA PANG"
"1135","VBM / EV - 400c 2nd Cut",235043,"MICHELA ALIOTO-PIER","skipped","skipped"
"1137","VBM / EV - 400c 2nd Cut",235044,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"1137","VBM / EV - 400c 2nd Cut",235045,"DENNIS HERRERA","JEFF ADACHI","JOHN AVALOS"
"1137","VBM / EV - 400c 2nd Cut",235046,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"1139","VBM / EV - 400c 2nd Cut",235047,"ED LEE","DENNIS HERRERA","JOHN AVALOS"
"1139","VBM / EV - 400c 2nd Cut",235048,"DENNIS HERRERA","ED LEE","DAVID CHIU"
"1142/1141","VBM / EV - 400c 2nd Cut",235049,"JOHN AVALOS","DENNIS HERRERA","MICHELA ALIOTO-PIER"
"1143/1144","VBM / EV - 400c 2nd Cut",235050,"BEVAN DUFTY","JEFF ADACHI","LELAND YEE"
"1143/1144","VBM / EV - 400c 2nd Cut",235051,"ED LEE","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"1143/1144","VBM / EV - 400c 2nd Cut",235052,"ED LEE","PHIL TING","skipped"
"1143/1144","VBM / EV - 400c 2nd Cut",235053,"DENNIS HERRERA","JOHN AVALOS","CESAR ASCARRUNZ"
"1145","VBM / EV - 400c 2nd Cut",235054,"JOHN AVALOS","ED LEE","BEVAN DUFTY"
"1146","VBM / EV - 400c 2nd Cut",235055,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"1146","VBM / EV - 400c 2nd Cut",235056,"ED LEE","DAVID CHIU","JOHN AVALOS"
"1147","VBM / EV - 400c 2nd Cut",235057,"ED LEE","DAVID CHIU","JOHN AVALOS"
"2001","VBM / EV - 400c 2nd Cut",235058,"JOHN AVALOS","JOHN AVALOS","JOHN AVALOS"
"2004/2003","VBM / EV - 400c 2nd Cut",235059,"ED LEE","DAVID CHIU","WILMA PANG"
"2004/2003","VBM / EV - 400c 2nd Cut",235060,"LELAND YEE","skipped","skipped"
"2005/2002","VBM / EV - 400c 2nd Cut",235061,"JOHN AVALOS","JOANNA REES","JEFF ADACHI"
"2006","VBM / EV - 400c 2nd Cut",235062,"ED LEE","DAVID CHIU","JEFF ADACHI"
"2006","VBM / EV - 400c 2nd Cut",235063,"ED LEE","DAVID CHIU","LELAND YEE"
"2007","VBM / EV - 400c 2nd Cut",235064,"LELAND YEE","DAVID CHIU","DENNIS HERRERA"
"2015","VBM / EV - 400c 2nd Cut",235065,"ED LEE","DAVID CHIU","PHIL TING"
"2016/2017","VBM / EV - 400c 2nd Cut",235066,"ED LEE","LELAND YEE","WILMA PANG"
"2016/2017","VBM / EV - 400c 2nd Cut",235067,"DENNIS HERRERA","ED LEE","DAVID CHIU"
"2018","VBM / EV - 400c 2nd Cut",235068,"ED LEE","DAVID CHIU","LELAND YEE"
"2018","VBM / EV - 400c 2nd Cut",235069,"LELAND YEE","skipped","skipped"
"2018","VBM / EV - 400c 2nd Cut",235070,"LELAND YEE","skipped","skipped"
"2019","VBM / EV - 400c 2nd Cut",235071,"DENNIS HERRERA","LELAND YEE","JEFF ADACHI"
"2101/2102","VBM / EV - 400c 2nd Cut",235072,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"2101/2102","VBM / EV - 400c 2nd Cut",235073,"JEFF ADACHI","DAVID CHIU","JOANNA REES"
"2101/2102","VBM / EV - 400c 2nd Cut",235074,"JOHN AVALOS","DENNIS HERRERA","PHIL TING"
"2103/2104","VBM / EV - 400c 2nd Cut",235075,"ED LEE","WILMA PANG","LELAND YEE"
"2103/2104","VBM / EV - 400c 2nd Cut",235076,"ED LEE","skipped","skipped"
"2103/2104","VBM / EV - 400c 2nd Cut",235077,"DENNIS HERRERA","DENNIS HERRERA","BEVAN DUFTY"
"2103/2104","VBM / EV - 400c 2nd Cut",235078,"DAVID CHIU","ED LEE","DENNIS HERRERA"
