"precincts","tally_type","ballotID","rank1","rank2","rank3"
325300,"Vote by Mail - 400C",48031,"REBECCA KAPLAN","ARNOLD FIELDS","MARCIE HODGE"
325400,"Vote by Mail - 400C",48032,"REBECCA KAPLAN","TERENCE CANDELL","JOE TUMAN"
325400,"Vote by Mail - 400C",48033,"DON PERATA","JOE TUMAN","TERENCE CANDELL"
325400,"Vote by Mail - 400C",48034,"JOE TUMAN","MARCIE HODGE","TERENCE CANDELL"
325400,"Vote by Mail - 400C",48035,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325400,"Vote by Mail - 400C",48036,"JOE TUMAN","DON MACLEAY","ARNOLD FIELDS"
325400,"Vote by Mail - 400C",48037,"REBECCA KAPLAN","DON PERATA","skipped"
325400,"Vote by Mail - 400C",48038,"DON PERATA","JEAN QUAN","skipped"
325400,"Vote by Mail - 400C",48039,"DON PERATA","ARNOLD FIELDS","JOE TUMAN"
325400,"Vote by Mail - 400C",48040,"DON PERATA","REBECCA KAPLAN","GREG HARLAND"
325400,"Vote by Mail - 400C",48041,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325400,"Vote by Mail - 400C",48042,"JEAN QUAN","DON PERATA","ARNOLD FIELDS"
325400,"Vote by Mail - 400C",48043,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325400,"Vote by Mail - 400C",48044,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
325400,"Vote by Mail - 400C",48045,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325400,"Vote by Mail - 400C",48046,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
325400,"Vote by Mail - 400C",48047,"REBECCA KAPLAN","DON PERATA","skipped"
325400,"Vote by Mail - 400C",48048,"DON PERATA","JEAN QUAN","skipped"
325400,"Vote by Mail - 400C",48049,"DON PERATA","TERENCE CANDELL","GREG HARLAND"
325400,"Vote by Mail - 400C",48050,"DON PERATA","REBECCA KAPLAN","MARCIE HODGE"
325400,"Vote by Mail - 400C",48051,"DON PERATA","JOE TUMAN","JEAN QUAN"
325400,"Vote by Mail - 400C",48052,"REBECCA KAPLAN","REBECCA KAPLAN","REBECCA KAPLAN"
325400,"Vote by Mail - 400C",48053,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48054,"DON PERATA","REBECCA KAPLAN","GREG HARLAND"
325500,"Vote by Mail - 400C",48055,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325500,"Vote by Mail - 400C",48056,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
325500,"Vote by Mail - 400C",48057,"DON PERATA","skipped","skipped"
325500,"Vote by Mail - 400C",48058,"DON PERATA","skipped","skipped"
325500,"Vote by Mail - 400C",48059,"JOE TUMAN","DON MACLEAY","LARRY LIONEL ''LL'' YOUNG JR."
325500,"Vote by Mail - 400C",48060,"JOE TUMAN","GREG HARLAND","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48061,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48062,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325500,"Vote by Mail - 400C",48063,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48064,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48065,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325500,"Vote by Mail - 400C",48066,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325500,"Vote by Mail - 400C",48067,"DON PERATA","skipped","skipped"
325500,"Vote by Mail - 400C",48068,"JEAN QUAN","REBECCA KAPLAN","ARNOLD FIELDS"
325500,"Vote by Mail - 400C",48069,"DON PERATA","DON PERATA","DON PERATA"
325500,"Vote by Mail - 400C",48070,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325500,"Vote by Mail - 400C",48071,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325500,"Vote by Mail - 400C",48072,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325500,"Vote by Mail - 400C",48073,"JEAN QUAN","MARCIE HODGE","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48074,"JEAN QUAN","MARCIE HODGE","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48075,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48076,"DON PERATA","REBECCA KAPLAN","skipped"
325500,"Vote by Mail - 400C",48077,"REBECCA KAPLAN","MARCIE HODGE","LARRY LIONEL ''LL'' YOUNG JR."
325500,"Vote by Mail - 400C",48078,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48079,"DON MACLEAY","GREG HARLAND","ARNOLD FIELDS"
325500,"Vote by Mail - 400C",48080,"REBECCA KAPLAN","JOE TUMAN","DON PERATA"
325500,"Vote by Mail - 400C",48081,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48082,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48083,"DON PERATA","MARCIE HODGE","JEAN QUAN"
325500,"Vote by Mail - 400C",48084,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
325500,"Vote by Mail - 400C",48085,"DON PERATA","JOE TUMAN","JEAN QUAN"
325500,"Vote by Mail - 400C",48086,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48087,"JEAN QUAN","DON MACLEAY","skipped"
325500,"Vote by Mail - 400C",48088,"DON PERATA","skipped","skipped"
325500,"Vote by Mail - 400C",48089,"REBECCA KAPLAN","DON PERATA","GREG HARLAND"
325500,"Vote by Mail - 400C",48090,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325500,"Vote by Mail - 400C",48091,"DON PERATA","TERENCE CANDELL","REBECCA KAPLAN"
325500,"Vote by Mail - 400C",48092,"DON PERATA","JOE TUMAN","skipped"
325500,"Vote by Mail - 400C",48093,"DON PERATA","skipped","skipped"
325500,"Vote by Mail - 400C",48094,"REBECCA KAPLAN","JOE TUMAN","DON PERATA"
325500,"Vote by Mail - 400C",48095,"DON PERATA","skipped","skipped"
325510,"Vote by Mail - 400C",48096,"REBECCA KAPLAN","MARCIE HODGE","DON PERATA"
325510,"Vote by Mail - 400C",48097,"JOE TUMAN","JEAN QUAN","DON PERATA"
325510,"Vote by Mail - 400C",48098,"JOE TUMAN","JEAN QUAN","skipped"
325510,"Vote by Mail - 400C",48099,"DON PERATA","ARNOLD FIELDS","DON MACLEAY"
325510,"Vote by Mail - 400C",48100,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48101,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325510,"Vote by Mail - 400C",48102,"GREG HARLAND","JEAN QUAN","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48103,"DON PERATA","skipped","skipped"
325510,"Vote by Mail - 400C",48104,"JOE TUMAN","DON PERATA","JEAN QUAN"
325510,"Vote by Mail - 400C",48105,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325510,"Vote by Mail - 400C",48106,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325510,"Vote by Mail - 400C",48107,"JEAN QUAN","REBECCA KAPLAN","TERENCE CANDELL"
325510,"Vote by Mail - 400C",48108,"REBECCA KAPLAN","MARCIE HODGE","JEAN QUAN"
325510,"Vote by Mail - 400C",48109,"JOE TUMAN","DON PERATA","JEAN QUAN"
325510,"Vote by Mail - 400C",48110,"MARCIE HODGE","LARRY LIONEL ''LL'' YOUNG JR.","TERENCE CANDELL"
325510,"Vote by Mail - 400C",48111,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48112,"DON PERATA","REBECCA KAPLAN","JOE TUMAN"
325510,"Vote by Mail - 400C",48113,"JOE TUMAN","REBECCA KAPLAN","TERENCE CANDELL"
325510,"Vote by Mail - 400C",48114,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48115,"JOE TUMAN","REBECCA KAPLAN","skipped"
325510,"Vote by Mail - 400C",48116,"DON PERATA","TERENCE CANDELL","JOE TUMAN"
325510,"Vote by Mail - 400C",48117,"DON PERATA","TERENCE CANDELL","JOE TUMAN"
325510,"Vote by Mail - 400C",48118,"JEAN QUAN","MARCIE HODGE","DON PERATA"
325510,"Vote by Mail - 400C",48119,"DON PERATA","REBECCA KAPLAN","skipped"
325510,"Vote by Mail - 400C",48120,"REBECCA KAPLAN","REBECCA KAPLAN","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48121,"DON PERATA","skipped","skipped"
325510,"Vote by Mail - 400C",48122,"DON PERATA","skipped","skipped"
325510,"Vote by Mail - 400C",48123,"REBECCA KAPLAN","JEAN QUAN","TERENCE CANDELL"
325510,"Vote by Mail - 400C",48124,"JEAN QUAN","REBECCA KAPLAN","skipped"
325510,"Vote by Mail - 400C",48125,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48126,"JOE TUMAN","REBECCA KAPLAN","TERENCE CANDELL"
325510,"Vote by Mail - 400C",48127,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325510,"Vote by Mail - 400C",48128,"DON PERATA","JOE TUMAN","MARCIE HODGE"
325510,"Vote by Mail - 400C",48129,"DON PERATA","JEAN QUAN","TERENCE CANDELL"
325510,"Vote by Mail - 400C",48130,"REBECCA KAPLAN","DON MACLEAY","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48131,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325510,"Vote by Mail - 400C",48132,"DON PERATA","JOE TUMAN","skipped"
325510,"Vote by Mail - 400C",48133,"JEAN QUAN","DON MACLEAY","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48134,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325510,"Vote by Mail - 400C",48135,"JOE TUMAN","DON PERATA","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48136,"JOE TUMAN","skipped","skipped"
325510,"Vote by Mail - 400C",48137,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
325510,"Vote by Mail - 400C",48138,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
325510,"Vote by Mail - 400C",48139,"REBECCA KAPLAN","JOE TUMAN","LARRY LIONEL ''LL'' YOUNG JR."
325600,"Vote by Mail - 400C",48140,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48141,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48142,"JOE TUMAN","DON PERATA","TERENCE CANDELL"
325600,"Vote by Mail - 400C",48143,"JEAN QUAN","skipped","skipped"
325600,"Vote by Mail - 400C",48144,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48145,"REBECCA KAPLAN","LARRY LIONEL ''LL'' YOUNG JR.","DON MACLEAY"
325600,"Vote by Mail - 400C",48146,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325600,"Vote by Mail - 400C",48147,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
325600,"Vote by Mail - 400C",48148,"DON PERATA","skipped","skipped"
325600,"Vote by Mail - 400C",48149,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
325600,"Vote by Mail - 400C",48150,"JOE TUMAN","DON PERATA","TERENCE CANDELL"
325600,"Vote by Mail - 400C",48151,"JEAN QUAN","JEAN QUAN","JEAN QUAN"
325600,"Vote by Mail - 400C",48152,"DON PERATA","REBECCA KAPLAN","skipped"
325600,"Vote by Mail - 400C",48153,"DON PERATA","skipped","skipped"
325600,"Vote by Mail - 400C",48154,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48155,"REBECCA KAPLAN","DON MACLEAY","ARNOLD FIELDS"
325600,"Vote by Mail - 400C",48156,"REBECCA KAPLAN","JEAN QUAN","skipped"
325600,"Vote by Mail - 400C",48157,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325600,"Vote by Mail - 400C",48158,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325600,"Vote by Mail - 400C",48159,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48160,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325600,"Vote by Mail - 400C",48161,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48162,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48163,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48164,"JEAN QUAN","MARCIE HODGE","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48165,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325600,"Vote by Mail - 400C",48166,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325600,"Vote by Mail - 400C",48167,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325600,"Vote by Mail - 400C",48168,"DON PERATA","DON PERATA","DON PERATA"
325600,"Vote by Mail - 400C",48169,"DON PERATA","skipped","JEAN QUAN"
325700,"Vote by Mail - 400C",48170,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48171,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325700,"Vote by Mail - 400C",48172,"MARCIE HODGE","JEAN QUAN","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48173,"JOE TUMAN","REBECCA KAPLAN","LARRY LIONEL ''LL'' YOUNG JR."
325700,"Vote by Mail - 400C",48174,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
325700,"Vote by Mail - 400C",48175,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48176,"REBECCA KAPLAN","JEAN QUAN","MARCIE HODGE"
325700,"Vote by Mail - 400C",48177,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48178,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48179,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48180,"DON PERATA","JEAN QUAN","JOE TUMAN"
325700,"Vote by Mail - 400C",48181,"JEAN QUAN","skipped","skipped"
325700,"Vote by Mail - 400C",48182,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48183,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48184,"REBECCA KAPLAN","JEAN QUAN","skipped"
325700,"Vote by Mail - 400C",48185,"JEAN QUAN","REBECCA KAPLAN","skipped"
325700,"Vote by Mail - 400C",48186,"JOE TUMAN","DON PERATA","MARCIE HODGE"
325700,"Vote by Mail - 400C",48187,"DON PERATA","JEAN QUAN","JOE TUMAN"
325700,"Vote by Mail - 400C",48188,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
325700,"Vote by Mail - 400C",48189,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48190,"REBECCA KAPLAN","REBECCA KAPLAN","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48191,"REBECCA KAPLAN","DON PERATA","LARRY LIONEL ''LL'' YOUNG JR."
325700,"Vote by Mail - 400C",48192,"JOE TUMAN","DON MACLEAY","ARNOLD FIELDS"
325700,"Vote by Mail - 400C",48193,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48194,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48195,"JEAN QUAN","REBECCA KAPLAN","skipped"
325700,"Vote by Mail - 400C",48196,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48197,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48198,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48199,"JOE TUMAN","skipped","skipped"
325700,"Vote by Mail - 400C",48200,"DON PERATA","JEAN QUAN","TERENCE CANDELL"
325700,"Vote by Mail - 400C",48201,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48202,"REBECCA KAPLAN","JEAN QUAN","DON MACLEAY"
325700,"Vote by Mail - 400C",48203,"REBECCA KAPLAN","JEAN QUAN","skipped"
325700,"Vote by Mail - 400C",48204,"JEAN QUAN","LARRY LIONEL ''LL'' YOUNG JR.","MARCIE HODGE"
325700,"Vote by Mail - 400C",48205,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48206,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48207,"GREG HARLAND","JOE TUMAN","skipped"
325700,"Vote by Mail - 400C",48208,"JEAN QUAN","ARNOLD FIELDS","REBECCA KAPLAN"
325700,"Vote by Mail - 400C",48209,"DON PERATA","MARCIE HODGE","LARRY LIONEL ''LL'' YOUNG JR."
325700,"Vote by Mail - 400C",48210,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325700,"Vote by Mail - 400C",48211,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325700,"Vote by Mail - 400C",48212,"DON PERATA","JEAN QUAN","MARCIE HODGE"
325800,"Vote by Mail - 400C",48213,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
325800,"Vote by Mail - 400C",48214,"JEAN QUAN","JEAN QUAN","JEAN QUAN"
325800,"Vote by Mail - 400C",48215,"MARCIE HODGE","REBECCA KAPLAN","JEAN QUAN"
325800,"Vote by Mail - 400C",48216,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325800,"Vote by Mail - 400C",48217,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48218,"REBECCA KAPLAN","DON PERATA","skipped"
325800,"Vote by Mail - 400C",48219,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
325800,"Vote by Mail - 400C",48220,"DON MACLEAY","JEAN QUAN","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48221,"JOE TUMAN","MARCIE HODGE","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48222,"REBECCA KAPLAN","JEAN QUAN","skipped"
325800,"Vote by Mail - 400C",48223,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
325800,"Vote by Mail - 400C",48224,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48225,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48226,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
325800,"Vote by Mail - 400C",48227,"JOE TUMAN","REBECCA KAPLAN","MARCIE HODGE"
325800,"Vote by Mail - 400C",48228,"JEAN QUAN","skipped","skipped"
325800,"Vote by Mail - 400C",48229,"DON PERATA","MARCIE HODGE","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48230,"JOE TUMAN","REBECCA KAPLAN","MARCIE HODGE"
325800,"Vote by Mail - 400C",48231,"DON PERATA","skipped","skipped"
325800,"Vote by Mail - 400C",48232,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
325800,"Vote by Mail - 400C",48233,"DON PERATA","REBECCA KAPLAN","JOE TUMAN"
325800,"Vote by Mail - 400C",48234,"DON PERATA","writein","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48235,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48236,"DON PERATA","REBECCA KAPLAN","skipped"
325800,"Vote by Mail - 400C",48237,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
325800,"Vote by Mail - 400C",48238,"REBECCA KAPLAN","REBECCA KAPLAN","JEAN QUAN"
325800,"Vote by Mail - 400C",48239,"DON PERATA","ARNOLD FIELDS","MARCIE HODGE"
325800,"Vote by Mail - 400C",48240,"DON PERATA","skipped","skipped"
325800,"Vote by Mail - 400C",48241,"JOE TUMAN","GREG HARLAND","skipped"
325800,"Vote by Mail - 400C",48242,"JEAN QUAN","ARNOLD FIELDS","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48243,"DON PERATA","JEAN QUAN","skipped"
325800,"Vote by Mail - 400C",48244,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48245,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
325800,"Vote by Mail - 400C",48246,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325800,"Vote by Mail - 400C",48247,"DON PERATA","skipped","skipped"
325800,"Vote by Mail - 400C",48248,"DON PERATA","DON PERATA","DON PERATA"
325800,"Vote by Mail - 400C",48249,"REBECCA KAPLAN","MARCIE HODGE","ARNOLD FIELDS"
325800,"Vote by Mail - 400C",48250,"DON PERATA","skipped","skipped"
325800,"Vote by Mail - 400C",48251,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
325800,"Vote by Mail - 400C",48252,"REBECCA KAPLAN","JOE TUMAN","GREG HARLAND"
325800,"Vote by Mail - 400C",48253,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
325800,"Vote by Mail - 400C",48254,"DON PERATA","JOE TUMAN","TERENCE CANDELL"
325800,"Vote by Mail - 400C",48255,"ARNOLD FIELDS","DON PERATA","JOE TUMAN"
325800,"Vote by Mail - 400C",48256,"REBECCA KAPLAN","JEAN QUAN","DON MACLEAY"
333100,"Vote by Mail - 400C",48257,"LARRY LIONEL ''LL'' YOUNG JR.","ARNOLD FIELDS","DON MACLEAY"
333100,"Vote by Mail - 400C",48258,"DON PERATA","skipped","skipped"
333100,"Vote by Mail - 400C",48259,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48260,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48261,"DON PERATA","JOE TUMAN","MARCIE HODGE"
333100,"Vote by Mail - 400C",48262,"DON PERATA","JOE TUMAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48263,"JEAN QUAN","REBECCA KAPLAN","MARCIE HODGE"
333100,"Vote by Mail - 400C",48264,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
333100,"Vote by Mail - 400C",48265,"REBECCA KAPLAN","DON PERATA","skipped"
333100,"Vote by Mail - 400C",48266,"DON PERATA","DON PERATA","DON PERATA"
333100,"Vote by Mail - 400C",48267,"REBECCA KAPLAN","JOE TUMAN","DON PERATA"
333100,"Vote by Mail - 400C",48268,"DON MACLEAY","JOE TUMAN","TERENCE CANDELL"
333100,"Vote by Mail - 400C",48269,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
333100,"Vote by Mail - 400C",48270,"JEAN QUAN","DON PERATA","skipped"
333100,"Vote by Mail - 400C",48271,"DON PERATA","DON PERATA","DON PERATA"
333100,"Vote by Mail - 400C",48272,"DON PERATA","JOE TUMAN","skipped"
333100,"Vote by Mail - 400C",48273,"DON PERATA","REBECCA KAPLAN","MARCIE HODGE"
333100,"Vote by Mail - 400C",48274,"DON PERATA","JOE TUMAN","skipped"
333100,"Vote by Mail - 400C",48275,"JEAN QUAN","REBECCA KAPLAN","skipped"
333100,"Vote by Mail - 400C",48276,"REBECCA KAPLAN","JOE TUMAN","DON MACLEAY"
333100,"Vote by Mail - 400C",48277,"TERENCE CANDELL","REBECCA KAPLAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48278,"REBECCA KAPLAN","DON PERATA","JOE TUMAN"
333100,"Vote by Mail - 400C",48279,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
333100,"Vote by Mail - 400C",48280,"REBECCA KAPLAN","skipped","skipped"
333100,"Vote by Mail - 400C",48281,"JEAN QUAN","JOE TUMAN","LARRY LIONEL ''LL'' YOUNG JR."
333100,"Vote by Mail - 400C",48282,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48283,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48284,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48285,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
333100,"Vote by Mail - 400C",48286,"REBECCA KAPLAN","MARCIE HODGE","ARNOLD FIELDS"
333100,"Vote by Mail - 400C",48287,"DON PERATA","JEAN QUAN","skipped"
333100,"Vote by Mail - 400C",48288,"JEAN QUAN","DON PERATA","JOE TUMAN"
333100,"Vote by Mail - 400C",48289,"REBECCA KAPLAN","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48290,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
333100,"Vote by Mail - 400C",48291,"TERENCE CANDELL","REBECCA KAPLAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48292,"DON PERATA","MARCIE HODGE","DON MACLEAY"
333100,"Vote by Mail - 400C",48293,"REBECCA KAPLAN","skipped","skipped"
333100,"Vote by Mail - 400C",48294,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
333100,"Vote by Mail - 400C",48295,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48296,"DON MACLEAY","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48297,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
333100,"Vote by Mail - 400C",48298,"skipped","skipped","skipped"
333100,"Vote by Mail - 400C",48299,"ARNOLD FIELDS","LARRY LIONEL ''LL'' YOUNG JR.","GREG HARLAND"
333100,"Vote by Mail - 400C",48300,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
333100,"Vote by Mail - 400C",48301,"DON PERATA","GREG HARLAND","MARCIE HODGE"
333100,"Vote by Mail - 400C",48302,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48303,"REBECCA KAPLAN","JEAN QUAN","DON PERATA"
333100,"Vote by Mail - 400C",48304,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
333100,"Vote by Mail - 400C",48305,"REBECCA KAPLAN","REBECCA KAPLAN","writein"
333100,"Vote by Mail - 400C",48306,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48307,"REBECCA KAPLAN","DON PERATA","JOE TUMAN"
333100,"Vote by Mail - 400C",48308,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48309,"REBECCA KAPLAN","JOE TUMAN","DON MACLEAY"
333100,"Vote by Mail - 400C",48310,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48311,"ARNOLD FIELDS","TERENCE CANDELL","GREG HARLAND"
333100,"Vote by Mail - 400C",48312,"DON PERATA","DON PERATA","DON PERATA"
333100,"Vote by Mail - 400C",48313,"ARNOLD FIELDS","TERENCE CANDELL","GREG HARLAND"
333100,"Vote by Mail - 400C",48314,"JOE TUMAN","skipped","skipped"
333100,"Vote by Mail - 400C",48315,"DON PERATA","JEAN QUAN","skipped"
333100,"Vote by Mail - 400C",48316,"DON MACLEAY","JOE TUMAN","JEAN QUAN"
333100,"Vote by Mail - 400C",48317,"DON PERATA","JEAN QUAN","JOE TUMAN"
