RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
49034,Eli Arnold,Olivia Clark,Eric Zimmerman,Bob Weinstein,Ben Hufford,Tony Morse
49036,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
49037,Olivia Clark,Sarah Silkie,Eric Zimmerman,Kelly Doyle,Chloe Mason,Andra Vltavin
49039,Mitch Green,Sarah Silkie,Tony Morse,Eric Zimmerman,,
49041,,,,,,
49043,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49046,Lisa Freeman,Olivia Clark,Andra Vltavin,,,
49049,Olivia Clark,Raquel Coyote,Chloe Mason,Sarah Silkie,Andra Vltavin,Lisa Freeman
49060,Olivia Clark,Eric Zimmerman,Eli Arnold,John Toran,Sarah Silkie,Patrick Cashman
49139,Olivia Clark,Eric Zimmerman,Tony Morse,Eli Arnold,,
49141,Mitch Green,Chad Lykins,Sarah Silkie,Olivia Clark,Eli Arnold,Eric Zimmerman
49142,John J Goldsmith,Kevin Goldsmith,,,,
49169,Tony Morse,Olivia Clark,Lisa Freeman,Eli Arnold,Eric Zimmerman,Chad Lykins
49180,Olivia Clark,Eric Zimmerman,Chad Lykins,,,
49182,Eli Arnold,Olivia Clark,Eric Zimmerman,Ben Hufford,Bob Weinstein,Stanley Penkin
49183,Kelly Doyle,Lisa Freeman,Andra Vltavin,Kevin Goldsmith,,
49184,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49185,Eli Arnold,Olivia Clark,Eric Zimmerman,Bob Weinstein,Sarah Silkie,Mitch Green
49186,Eli Arnold,Eric Zimmerman,,,,
49187,Bob Weinstein,,,,,
49190,Chad Lykins,,,,,
49200,Stanley Penkin,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein
49203,Andra Vltavin,Lisa Freeman,Sarah Silkie,Chad Lykins,Mitch Green,Chris Henry
49204,Chad Lykins,,,,,
49206,Olivia Clark,Sarah Silkie,Bob Weinstein,Eric Zimmerman,,
49208,Eric Zimmerman,Eli Arnold,Olivia Clark,,,
49220,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49225,Eli Arnold,Eric Zimmerman,Ben Hufford,Olivia Clark,Stanley Penkin,
49227,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49230,Eli Arnold,Ben Hufford,Eric Zimmerman,,,
49233,Eli Arnold,Ben Hufford,Eric Zimmerman,,,
49234,Bob Weinstein,,,,,
49239,Chloe Mason,Kevin Goldsmith,John J Goldsmith,,,
49255,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49270,Kevin Goldsmith,Bob Weinstein,Eli Arnold,Chad Lykins,Olivia Clark,Ben Hufford
49284,Eli Arnold,Stanley Penkin,Eric Zimmerman,Olivia Clark,,
49297,,,,,,
49299,Olivia Clark,Eric Zimmerman,Eli Arnold,Chad Lykins,Sarah Silkie,
49300,,,,,,
49303,Andra Vltavin,Mitch Green,Sarah Silkie,Chad Lykins,Eli Arnold,
49305,Bob Weinstein,John J Goldsmith,Chloe Mason,Joseph (Joe) Alfone,Lisa Freeman,Ciatta R Thompson
49309,John J Goldsmith,Bob Callahan,,,,
49313,Lee Odell,Eric Zimmerman,,,,
49315,Sarah Silkie,,,,,
49318,Eric Zimmerman,Eli Arnold,Bob Weinstein,Olivia Clark,,
49337,Bob Weinstein,Olivia Clark,Eric Zimmerman,Chad Lykins,Eli Arnold,Ben Hufford
49343,,,,,,
49347,John Toran,Olivia Clark,Bob Callahan,Eli Arnold,Mitch Green,Stanley Penkin
49349,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,Sarah Silkie,Tony Morse
49350,Lisa Freeman,Chad Lykins,Mitch Green,Sarah Silkie,Stanley Penkin,Tony Morse
49351,Olivia Clark,Tony Morse,Eli Arnold,Lisa Freeman,Sarah Silkie,John Toran
49390,Eli Arnold,Tony Morse,Ben Hufford,,,
49393,L Christopher Regis,Moses Ross,Lisa Freeman,Olivia Clark,Patrick Cashman,Tony Morse
49394,Eli Arnold,Stanley Penkin,John Toran,Ciatta R Thompson,Olivia Clark,Mike DiNapoli
49398,Eric Zimmerman,Olivia Clark,,,,
49404,John Toran,Chloe Mason,Eric Zimmerman,Ben Hufford,Kevin Goldsmith,
49416,Olivia Clark,Eric Zimmerman,Chad Lykins,Eli Arnold,,
49424,Mitch Green,Chad Lykins,Lisa Freeman,Andra Vltavin,,
49426,Lisa Freeman,Mitch Green,Sarah Silkie,Chad Lykins,,
49429,Chris Henry,Moses Ross,Olivia Clark,Mitch Green,Eric Zimmerman,Tony Morse
49437,Bob Weinstein,Stanley Penkin,Eric Zimmerman,Eli Arnold,John Toran,Olivia Clark
49438,Eli Arnold,,,,,
49439,Bob Weinstein,Ben Hufford,Olivia Clark,,,
49440,Tony Morse,Olivia Clark,Eric Zimmerman,,,
49441,Bob Weinstein,Eric Zimmerman,Mitch Green,,,
49442,Mitch Green,Moses Ross,Chad Lykins,Sarah Silkie,Lisa Freeman,
49451,Eric Zimmerman,Olivia Clark,Eli Arnold,Ben Hufford,Stanley Penkin,Bob Weinstein
49471,Mitch Green,Tony Morse,,,,
49478,Stanley Penkin,John J Goldsmith,Mitch Green,Ciatta R Thompson,Kevin Goldsmith,John Toran
49503,Patrick Cashman,,,,,
49519,Bob Weinstein,Eli Arnold,Tony Morse,Olivia Clark,Ben Hufford,Eric Zimmerman
49536,Eli Arnold,Olivia Clark,Eric Zimmerman,Ben Hufford,Tony Morse,Stanley Penkin
49555,Lisa Freeman,Chad Lykins,Sarah Silkie,Mitch Green,Andra Vltavin,Tony Morse
49556,Eric Zimmerman,Eli Arnold,Olivia Clark,Bob Weinstein,,
49557,Eric Zimmerman,Ben Hufford,Mitch Green,John Toran,Chloe Mason,Moses Ross
49588,Chad Lykins,Sarah Silkie,,,,
49590,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
49591,Chad Lykins,Mitch Green,Sarah Silkie,,,
49592,Bob Weinstein,Ben Hufford,Eli Arnold,Olivia Clark,,
49597,Eric Zimmerman,Eli Arnold,Olivia Clark,Mitch Green,Sarah Silkie,Tony Morse
49598,Sarah Silkie,Ben Hufford,Eric Zimmerman,Chad Lykins,Chloe Mason,Ciatta R Thompson
49604,Mitch Green,Chad Lykins,Sarah Silkie,,,
49605,Mitch Green,Andra Vltavin,Chris Henry,Chad Lykins,Sarah Silkie,
49606,Lisa Freeman,Bob Weinstein,Ciatta R Thompson,Lee Odell,Mitch Green,Moses Ross
49607,Kevin Goldsmith,Eli Arnold,John Toran,Ben Hufford,,
49632,Olivia Clark,Ben Hufford,Sarah Silkie,Stanley Penkin,,
49634,Stanley Penkin,Bob Callahan,John Toran,,,
49635,Eli Arnold,Eric Zimmerman,Bob Weinstein,John Toran,Stanley Penkin,Ciatta R Thompson
49636,Olivia Clark,Sarah Silkie,Mitch Green,Chad Lykins,Lisa Freeman,Ben Hufford
49637,Eli Arnold,,,,,
49638,Eric Zimmerman,John Toran,Eli Arnold,,,
49639,Eric Zimmerman,John Toran,Eli Arnold,,,
49640,Olivia Clark,Bob Callahan,Eric Zimmerman,,,
49641,Olivia Clark,Sarah Silkie,Bob Weinstein,Mitch Green,,
49660,Tony Morse,Olivia Clark,Eric Zimmerman,Mitch Green,Sarah Silkie,Chad Lykins
49661,Uncertified Write In,,,,,
49663,Ciatta R Thompson,Chad Lykins,Joseph (Joe) Alfone,Lisa Freeman,Ben Hufford,Eric Zimmerman
49667,Sarah Silkie,Mitch Green,Chad Lykins,,,
49670,Eli Arnold,Olivia Clark,Moses Ross,,,
49673,Eli Arnold,Olivia Clark,Stanley Penkin,Bob Weinstein,Eric Zimmerman,
49676,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49677,Joseph (Joe) Alfone,Lisa Freeman,Chad Lykins,,,
49678,Olivia Clark,Eric Zimmerman,Eli Arnold,Stanley Penkin,Bob Weinstein,John Toran
49680,Bob Weinstein,Olivia Clark,Eli Arnold,Eric Zimmerman,,
49681,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49682,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49683,Eli Arnold,Ben Hufford,Stanley Penkin,Bob Weinstein,Bob Callahan,Olivia Clark
49713,Eli Arnold,Ben Hufford,Tony Morse,,,
49721,Olivia Clark,Eli Arnold,,,,
49725,Olivia Clark,Bob Weinstein,Mitch Green,Stanley Penkin,Chad Lykins,Sarah Silkie
49726,Sarah Silkie,Olivia Clark,Eli Arnold,Eric Zimmerman,Bob Weinstein,Mitch Green
49727,Mitch Green,Chad Lykins,Lisa Freeman,,,
49728,Eli Arnold,Olivia Clark,Moses Ross,John Toran,Eric Zimmerman,Mitch Green
49733,Sarah Silkie,Eric Zimmerman,Olivia Clark,Moses Ross,Mitch Green,Chad Lykins
49734,Eric Zimmerman,Bob Weinstein,Eli Arnold,,,
49735,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49736,Eric Zimmerman,Eli Arnold,Olivia Clark,,,
49737,Eric Zimmerman,,,,,
49741,Olivia Clark,Stanley Penkin,Eric Zimmerman,Ben Hufford,Bob Weinstein,Tony Morse
49742,Stanley Penkin,,,,,
49743,Sarah Silkie,Bob Weinstein,Olivia Clark,Eric Zimmerman,Mitch Green,Ben Hufford
49744,Eric Zimmerman,Sarah Silkie,,,,
49745,Mitch Green,Olivia Clark,Eli Arnold,Tony Morse,Chad Lykins,John Toran
49746,Eli Arnold,Patrick Cashman,,,,
49747,Olivia Clark,Stanley Penkin,Eli Arnold,Ben Hufford,Tony Morse,
49749,Ben Hufford,Eli Arnold,Bob Weinstein,Chad Lykins,Tony Morse,Kevin Goldsmith
49750,Mitch Green,Chad Lykins,Lisa Freeman,Ben Hufford,Bob Weinstein,Olivia Clark
49755,Olivia Clark,Tony Morse,Chad Lykins,Sarah Silkie,Lisa Freeman,Mitch Green
49756,Eric Zimmerman,Eli Arnold,Olivia Clark,Mitch Green,Chad Lykins,
49758,Raquel Coyote,Chloe Mason,Olivia Clark,Lisa Freeman,Andra Vltavin,Ciatta R Thompson
49772,Olivia Clark,Chad Lykins,Eric Zimmerman,Eli Arnold,Mitch Green,Stanley Penkin
49773,Olivia Clark,Eric Zimmerman,Mitch Green,Bob Weinstein,Eli Arnold,Tony Morse
49774,Chad Lykins,,,,,
49776,Mitch Green,,,,,
49777,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49783,Mitch Green,Lisa Freeman,Sarah Silkie,Chris Henry,Moses Ross,Chad Lykins
49784,Mitch Green,Sarah Silkie,Olivia Clark,,,
49785,Mitch Green,Chloe Mason,Chad Lykins,Andra Vltavin,Sarah Silkie,Lisa Freeman
49786,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49787,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
49789,Tony Morse,Chad Lykins,Olivia Clark,Mitch Green,Lisa Freeman,Tony Schwartz
49791,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49792,Mitch Green,,,,,
49793,Olivia Clark,Chris Henry,Tony Morse,Moses Ross,Lisa Freeman,Ciatta R Thompson
49794,Bob Weinstein,Eric Zimmerman,Eli Arnold,Olivia Clark,Chad Lykins,
49795,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49796,Olivia Clark,Eli Arnold,Stanley Penkin,Mitch Green,Sarah Silkie,Eric Zimmerman
49797,Chad Lykins,John Toran,Sarah Silkie,Ben Hufford,Bob Weinstein,Mitch Green
49803,Olivia Clark,Chad Lykins,Mitch Green,Sarah Silkie,,
49804,Eli Arnold,Olivia Clark,Ben Hufford,Bob Weinstein,Eric Zimmerman,Moses Ross
49810,Bob Weinstein,Olivia Clark,Eli Arnold,Mitch Green,Eric Zimmerman,Chad Lykins
49811,Eric Zimmerman,Olivia Clark,Eli Arnold,John Toran,Ben Hufford,
49812,Eli Arnold,,,,,
49817,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49818,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
49820,Bob Weinstein,Olivia Clark,Eli Arnold,Stanley Penkin,Lisa Freeman,Chris Henry
49825,Chad Lykins,Bob Callahan,Eli Arnold,Sarah Silkie,Olivia Clark,Eric Zimmerman
49827,Olivia Clark,Ben Hufford,Eric Zimmerman,Mike DiNapoli,John Toran,
49828,Olivia Clark,Eric Zimmerman,Joseph (Joe) Alfone,Tony Morse,Chad Lykins,Sarah Silkie
49831,Bob Weinstein,Mitch Green,Sarah Silkie,Eric Zimmerman,Lisa Freeman,Moses Ross
49843,Olivia Clark,Eli Arnold,Bob Callahan,Eric Zimmerman,John Toran,Stanley Penkin
49845,Tony Morse,Eric Zimmerman,Olivia Clark,,,
49849,Tony Morse,Olivia Clark,Eric Zimmerman,Bob Weinstein,John J Goldsmith,Kevin Goldsmith
49850,Olivia Clark,Tony Morse,Eli Arnold,Stanley Penkin,Ben Hufford,
49851,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
49852,Eric Zimmerman,Olivia Clark,Eli Arnold,Kevin Goldsmith,Chad Lykins,John Toran
49853,Chad Lykins,,,,,
49854,Eric Zimmerman,Olivia Clark,Tony Morse,Stanley Penkin,,
49855,Olivia Clark,Eric Zimmerman,Sarah Silkie,Mitch Green,Chloe Mason,Bob Weinstein
49856,Bob Weinstein,Mitch Green,Kevin Goldsmith,John J Goldsmith,Tony Morse,Michael Trimble
49857,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49858,Olivia Clark,Tony Morse,Eli Arnold,Stanley Penkin,Ben Hufford,
49859,Mitch Green,Olivia Clark,Chad Lykins,Bob Weinstein,Eli Arnold,Tony Morse
49860,Olivia Clark,Lisa Freeman,Eric Zimmerman,Chad Lykins,Sarah Silkie,Chloe Mason
49861,Olivia Clark,Stanley Penkin,Eli Arnold,Ben Hufford,Tony Morse,
49862,Olivia Clark,Kelly Doyle,Stanley Penkin,Sarah Silkie,Bob Weinstein,Mitch Green
49863,Kevin Goldsmith,Stanley Penkin,Eric Zimmerman,Olivia Clark,Ben Hufford,Chad Lykins
49864,Olivia Clark,,,,,
49865,Olivia Clark,Eli Arnold,Mitch Green,Stanley Penkin,Moses Ross,Chloe Mason
49867,Mitch Green,Eric Zimmerman,Eli Arnold,Olivia Clark,Ben Hufford,Chad Lykins
49869,Chad Lykins,Mitch Green,John Toran,Olivia Clark,Eric Zimmerman,Sarah Silkie
49870,Mitch Green,Tony Morse,Stanley Penkin,Lisa Freeman,Olivia Clark,Bob Callahan
49872,Eric Zimmerman,Bob Callahan,Olivia Clark,Chad Lykins,Eli Arnold,Mitch Green
49874,Eli Arnold,Olivia Clark,Eric Zimmerman,,,
49878,Moses Ross,Mitch Green,Tony Morse,Olivia Clark,Lisa Freeman,Ciatta R Thompson
49879,Bob Weinstein,Andra Vltavin,Mitch Green,Ciatta R Thompson,Bob Callahan,Mike DiNapoli
49881,Olivia Clark,Eli Arnold,Bob Callahan,Ben Hufford,,
49883,Tony Morse,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,Mitch Green
49884,Olivia Clark,Eric Zimmerman,Eli Arnold,Stanley Penkin,Sarah Silkie,Chad Lykins
49885,Olivia Clark,Eli Arnold,Eric Zimmerman,,,
49886,Andra Vltavin,Chris Henry,Mitch Green,,,
49888,Bob Weinstein,Tony Morse,Chloe Mason,Chad Lykins,Kevin Goldsmith,Eli Arnold
49953,Olivia Clark,Eric Zimmerman,Eli Arnold,Mitch Green,Chad Lykins,Sarah Silkie
49955,Olivia Clark,Bob Weinstein,Eric Zimmerman,Mitch Green,Eli Arnold,
49956,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49960,Lisa Freeman,Olivia Clark,Kelly Doyle,Raquel Coyote,Chloe Mason,Andra Vltavin
49972,Eric Zimmerman,Sarah Silkie,Ben Hufford,Tony Morse,Bob Weinstein,Chad Lykins
49986,Sarah Silkie,Chad Lykins,Olivia Clark,Tony Morse,Mitch Green,Andra Vltavin
49988,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
49993,Eric Zimmerman,Olivia Clark,Eli Arnold,Sarah Silkie,Mitch Green,
49994,Chad Lykins,Mitch Green,Lisa Freeman,Sarah Silkie,,
49995,Andra Vltavin,Mitch Green,Chad Lykins,Chloe Mason,Lisa Freeman,Sarah Silkie
49997,Olivia Clark,Eli Arnold,Sarah Silkie,Mitch Green,Eric Zimmerman,Bob Weinstein
49998,Sarah Silkie,Tony Morse,Bob Weinstein,Chad Lykins,Eric Zimmerman,Ben Hufford
50000,Mitch Green,Tony Morse,Sarah Silkie,Bob Weinstein,Lisa Freeman,Eric Zimmerman
50001,Eric Zimmerman,Bob Weinstein,Eli Arnold,,,
50002,Eli Arnold,Olivia Clark,Sarah Silkie,Mike DiNapoli,Eric Zimmerman,John Toran
50003,Mitch Green,Eli Arnold,Olivia Clark,Lisa Freeman,Ben Hufford,Eric Zimmerman
50004,Eli Arnold,Olivia Clark,Tony Morse,Eric Zimmerman,Chad Lykins,John Toran
50005,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,John Toran
50006,Mitch Green,Lisa Freeman,Chad Lykins,Tony Morse,Sarah Silkie,Moses Ross
50031,Eli Arnold,Mitch Green,Olivia Clark,Stanley Penkin,Bob Weinstein,Chad Lykins
50036,Chad Lykins,Bob Callahan,Lisa Freeman,,,
50038,Tony Morse,Chad Lykins,Olivia Clark,,,
50045,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Mitch Green,Tony Morse
50053,Eli Arnold,Chloe Mason,,,,
50056,Chad Lykins,Olivia Clark,Sarah Silkie,Andra Vltavin,Lisa Freeman,Mitch Green
50063,Eli Arnold,Eric Zimmerman,Tony Morse,Ben Hufford,Stanley Penkin,Olivia Clark
50064,Eli Arnold,Eric Zimmerman,Tony Morse,Ben Hufford,Stanley Penkin,Olivia Clark
50099,Mitch Green,Chad Lykins,Sarah Silkie,,,
50103,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
50112,Sarah Silkie,Eli Arnold,Eric Zimmerman,Bob Weinstein,Olivia Clark,Lisa Freeman
50113,Sarah Silkie,Eli Arnold,Eric Zimmerman,Bob Weinstein,Olivia Clark,Lisa Freeman
50115,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50116,Mitch Green,Lisa Freeman,Andra Vltavin,Moses Ross,Sarah Silkie,Ben Hufford
50117,Eric Zimmerman,Eli Arnold,Olivia Clark,Bob Weinstein,,
50119,Eli Arnold,John J Goldsmith,Bob Callahan,Eric Zimmerman,Ben Hufford,
50140,Olivia Clark,Lisa Freeman,Sarah Silkie,Eric Zimmerman,Stanley Penkin,John J Goldsmith
50141,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50142,Olivia Clark,Eli Arnold,Bob Weinstein,Sarah Silkie,Eric Zimmerman,Mitch Green
50143,Mitch Green,Lisa Freeman,Chad Lykins,Andra Vltavin,Sarah Silkie,
50145,Bob Weinstein,Eric Zimmerman,Olivia Clark,Ben Hufford,Mitch Green,Stanley Penkin
50146,Mitch Green,Olivia Clark,Chad Lykins,Eric Zimmerman,Sarah Silkie,Eli Arnold
50147,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50148,Olivia Clark,Lisa Freeman,Eric Zimmerman,Sarah Silkie,Mitch Green,Eli Arnold
50149,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
50150,Olivia Clark,Sarah Silkie,Mitch Green,,,
50151,Stanley Penkin,Eli Arnold,John Toran,,,
50152,Tony Morse,Olivia Clark,,,,
50153,Eric Zimmerman,,,,,
50154,Kevin Goldsmith,Mitch Green,Chad Lykins,Lisa Freeman,Sarah Silkie,
50155,Eric Zimmerman,Eli Arnold,Olivia Clark,Bob Weinstein,,
50156,Bob Callahan,Bob Weinstein,Stanley Penkin,,,
50157,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50158,Eli Arnold,Olivia Clark,Eric Zimmerman,Ben Hufford,,
50159,Bob Weinstein,Olivia Clark,Ben Hufford,Eric Zimmerman,Eli Arnold,John Toran
50160,Mitch Green,Chad Lykins,Sarah Silkie,,,
50163,Olivia Clark,Mitch Green,Eli Arnold,,,
50164,Eric Zimmerman,Moses Ross,Eli Arnold,John Toran,Tony Morse,Bob Weinstein
50165,Olivia Clark,Eric Zimmerman,Mitch Green,Eli Arnold,Tony Morse,Chad Lykins
50166,Ben Hufford,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,
50167,Eric Zimmerman,Ben Hufford,Ciatta R Thompson,Stanley Penkin,Tony Morse,John Toran
50168,Eli Arnold,Eric Zimmerman,Bob Weinstein,John Toran,Stanley Penkin,Ciatta R Thompson
50169,Olivia Clark,Sarah Silkie,Lisa Freeman,Chloe Mason,Tony Morse,Mitch Green
50171,Chad Lykins,Lisa Freeman,Sarah Silkie,Mitch Green,Eric Zimmerman,
50172,Mitch Green,Chad Lykins,Sarah Silkie,Lisa Freeman,Ciatta R Thompson,Chloe Mason
50173,Olivia Clark,Eric Zimmerman,Ben Hufford,Bob Callahan,Stanley Penkin,Mitch Green
50174,Lisa Freeman,Mitch Green,Chris Henry,Andra Vltavin,Chloe Mason,Joseph (Joe) Alfone
50175,Olivia Clark,Eli Arnold,Eric Zimmerman,Sarah Silkie,Tony Morse,Bob Weinstein
50176,Olivia Clark,Eli Arnold,Eric Zimmerman,Sarah Silkie,Tony Morse,Bob Weinstein
50179,Olivia Clark,Mitch Green,Eli Arnold,,,
50180,Mitch Green,,,,,
50181,Ben Hufford,Lisa Freeman,Eli Arnold,Moses Ross,Olivia Clark,Sarah Silkie
50182,Olivia Clark,Bob Weinstein,Eric Zimmerman,Eli Arnold,Sarah Silkie,Mitch Green
50183,Olivia Clark,Mitch Green,,,,
50184,Mitch Green,Andra Vltavin,Stanley Penkin,Tony Morse,John Toran,Olivia Clark
50186,Tony Morse,Moses Ross,Mitch Green,Sarah Silkie,Lisa Freeman,Stanley Penkin
50187,Bob Weinstein,Olivia Clark,Tony Morse,Stanley Penkin,Mitch Green,Eli Arnold
50188,Lisa Freeman,Chad Lykins,Mitch Green,Eli Arnold,Raquel Coyote,Sarah Silkie
50189,Lisa Freeman,Olivia Clark,Eric Zimmerman,Ciatta R Thompson,Eli Arnold,Chad Lykins
50190,Bob Weinstein,Eric Zimmerman,Olivia Clark,Stanley Penkin,Eli Arnold,Ben Hufford
50191,Mitch Green,,,,,
50192,Tony Morse,Olivia Clark,,,,
50193,Raquel Coyote,Bob Weinstein,Mitch Green,,,
50194,Olivia Clark,Lisa Freeman,Mitch Green,Bob Weinstein,Eli Arnold,Chad Lykins
50195,Lisa Freeman,Olivia Clark,Eric Zimmerman,,,
50196,Bob Weinstein,Stanley Penkin,Eric Zimmerman,Eli Arnold,Mitch Green,Kevin Goldsmith
50197,Olivia Clark,Eli Arnold,Sarah Silkie,Mitch Green,,
50198,Stanley Penkin,Olivia Clark,Ben Hufford,Bob Callahan,Sarah Silkie,Eric Zimmerman
50199,Eli Arnold,Ben Hufford,Kevin Goldsmith,Mitch Green,Bob Callahan,
50200,Bob Callahan,Ben Hufford,Eric Zimmerman,Mitch Green,Eli Arnold,
50201,Lisa Freeman,Mitch Green,Chris Henry,Andra Vltavin,Chloe Mason,Mike DiNapoli
50204,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50224,Tony Morse,Olivia Clark,,,,
50228,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50229,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50247,Olivia Clark,Eric Zimmerman,Mitch Green,Eli Arnold,Sarah Silkie,
50249,Mitch Green,Chad Lykins,Sarah Silkie,Andra Vltavin,Chris Henry,Lisa Freeman
50257,Olivia Clark,Eric Zimmerman,Tony Morse,Mitch Green,Kevin Goldsmith,Eli Arnold
50260,Olivia Clark,Eric Zimmerman,Tony Morse,Mitch Green,Kevin Goldsmith,Eli Arnold
50264,Eli Arnold,Olivia Clark,Eric Zimmerman,Sarah Silkie,,
50266,Mike DiNapoli,Bob Weinstein,Andra Vltavin,Eric Zimmerman,Lisa Freeman,Ben Hufford
50271,Olivia Clark,Eric Zimmerman,Eli Arnold,Mitch Green,Sarah Silkie,Tony Morse
50281,Eli Arnold,,,,,
50284,Bob Weinstein,Ben Hufford,Bob Callahan,Olivia Clark,Sarah Silkie,John Toran
50285,Chad Lykins,Lisa Freeman,Mitch Green,Sarah Silkie,Olivia Clark,Eric Zimmerman
50286,Olivia Clark,Eli Arnold,Eric Zimmerman,Mitch Green,Sarah Silkie,Bob Weinstein
50289,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,Sarah Silkie,Mitch Green
50290,Stanley Penkin,Eli Arnold,Mitch Green,Bob Weinstein,,
50291,Eric Zimmerman,Olivia Clark,Eli Arnold,Ben Hufford,Stanley Penkin,Bob Weinstein
50292,Eric Zimmerman,Eli Arnold,Olivia Clark,,,
50294,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
50295,Mitch Green,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,
50297,Mitch Green,Lisa Freeman,Ciatta R Thompson,Sarah Silkie,Olivia Clark,Chloe Mason
50299,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
50301,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
50307,Uncertified Write In,Bob Callahan,Ben Hufford,Chris Henry,Eric Zimmerman,Tony Morse
50311,,,,,,
50312,Eric Zimmerman,Sarah Silkie,Lisa Freeman,Mitch Green,Chad Lykins,Stanley Penkin
50314,Mitch Green,Chad Lykins,Sarah Silkie,,,
50315,Mitch Green,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Chad Lykins
50338,Eli Arnold,Kevin Goldsmith,,,,
50345,Brandon Farley,Eli Arnold,,,,
50352,Eli Arnold,Kevin Goldsmith,Ciatta R Thompson,Bob Callahan,Ben Hufford,Mike DiNapoli
50356,Eric Zimmerman,Olivia Clark,Eli Arnold,Chad Lykins,Bob Weinstein,Mitch Green
50357,Olivia Clark,Sarah Silkie,Tony Morse,Eric Zimmerman,Chad Lykins,Bob Weinstein
50360,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
50366,Sarah Silkie,Mitch Green,Kevin Goldsmith,Bob Callahan,,
50367,Bob Weinstein,Eric Zimmerman,Ben Hufford,Lisa Freeman,Olivia Clark,Eli Arnold
50368,Ciatta R Thompson,,,,,
50369,Eli Arnold,Eric Zimmerman,Olivia Clark,,,
50372,Olivia Clark,Eric Zimmerman,Tony Schwartz,,,
50377,Olivia Clark,Bob Weinstein,Mitch Green,,,
50405,Sarah Silkie,Moses Ross,Andra Vltavin,Chad Lykins,Olivia Clark,Mitch Green
50417,Sarah Silkie,Andra Vltavin,Moses Ross,Olivia Clark,Chad Lykins,
50422,Eli Arnold,Ben Hufford,Bob Weinstein,Eric Zimmerman,Olivia Clark,Stanley Penkin
